FILENAME,CLASS,LABEL,SCORE
Galaxy10_DECals-dataset-07280,1,1,0.7228
Galaxy10_DECals-dataset-04800,1,2,0.7846
Galaxy10_DECals-dataset-04880,1,2,0.4856
Galaxy10_DECals-dataset-03941,1,1,0.9077
Galaxy10_DECals-dataset-07053,1,1,0.7341
Galaxy10_DECals-dataset-06741,1,1,0.3855
Galaxy10_DECals-dataset-12028,2,2,0.618
Galaxy10_DECals-dataset-07575,1,1,0.467
Galaxy10_DECals-dataset-12319,2,3,0.5667
Galaxy10_DECals-dataset-05260,1,1,0.4529
Galaxy10_DECals-dataset-10974,2,2,0.9667
Galaxy10_DECals-dataset-12332,2,2,0.7995
Galaxy10_DECals-dataset-08340,2,0,0.4331
Galaxy10_DECals-dataset-02781,0,3,0.7
Galaxy10_DECals-dataset-11818,2,2,0.4726
Galaxy10_DECals-dataset-03292,1,1,0.8374
Galaxy10_DECals-dataset-04315,1,1,0.5484
Galaxy10_DECals-dataset-04084,1,1,0.8333
Galaxy10_DECals-dataset-15750,3,3,0.9
Galaxy10_DECals-dataset-16827,3,3,1.0
Galaxy10_DECals-dataset-06584,1,1,0.6425
Galaxy10_DECals-dataset-05239,1,1,0.6082
Galaxy10_DECals-dataset-08004,2,2,0.6795
Galaxy10_DECals-dataset-01581,0,0,0.4773
Galaxy10_DECals-dataset-09887,2,2,0.7667
Galaxy10_DECals-dataset-04877,1,1,0.751
Galaxy10_DECals-dataset-07870,1,0,0.3067
Galaxy10_DECals-dataset-11398,2,2,0.8888
Galaxy10_DECals-dataset-17332,3,3,1.0
Galaxy10_DECals-dataset-04326,1,1,0.8668
Galaxy10_DECals-dataset-14604,3,3,0.7
Galaxy10_DECals-dataset-13256,2,2,0.6382
Galaxy10_DECals-dataset-08601,2,2,0.7312
Galaxy10_DECals-dataset-09101,2,2,0.4677
Galaxy10_DECals-dataset-06656,1,1,0.7952
Galaxy10_DECals-dataset-15296,3,3,0.9667
Galaxy10_DECals-dataset-11977,2,3,0.4
Galaxy10_DECals-dataset-15357,3,3,1.0
Galaxy10_DECals-dataset-17349,3,3,0.7667
Galaxy10_DECals-dataset-09334,2,2,0.8994
Galaxy10_DECals-dataset-03693,1,1,0.6658
Galaxy10_DECals-dataset-04394,1,1,0.7796
Galaxy10_DECals-dataset-16430,3,3,0.5
Galaxy10_DECals-dataset-14078,2,2,0.3766
Galaxy10_DECals-dataset-15532,3,3,0.9333
Galaxy10_DECals-dataset-02065,0,2,0.7112
Galaxy10_DECals-dataset-14648,3,3,0.475
Galaxy10_DECals-dataset-01757,0,2,0.4841
Galaxy10_DECals-dataset-04818,1,2,0.7349
Galaxy10_DECals-dataset-00956,0,2,0.5032
Galaxy10_DECals-dataset-12512,2,2,0.7896
Galaxy10_DECals-dataset-11463,2,2,0.5535
Galaxy10_DECals-dataset-04922,1,2,0.4826
Galaxy10_DECals-dataset-04259,1,1,0.8996
Galaxy10_DECals-dataset-14542,3,3,1.0
Galaxy10_DECals-dataset-12899,2,2,0.7601
Galaxy10_DECals-dataset-00795,0,1,0.931
Galaxy10_DECals-dataset-14169,2,1,0.8119
Galaxy10_DECals-dataset-11987,2,1,0.5774
Galaxy10_DECals-dataset-01636,0,1,0.5189
Galaxy10_DECals-dataset-06152,1,1,0.7533
Galaxy10_DECals-dataset-09229,2,2,0.6661
Galaxy10_DECals-dataset-00064,0,0,0.5768
Galaxy10_DECals-dataset-09284,2,2,0.5064
Galaxy10_DECals-dataset-02451,0,0,0.4333
Galaxy10_DECals-dataset-00600,0,2,0.8863
Galaxy10_DECals-dataset-02191,0,0,0.4762
Galaxy10_DECals-dataset-05595,1,1,0.822
Galaxy10_DECals-dataset-00638,0,2,0.8345
Galaxy10_DECals-dataset-15716,3,2,0.4952
Galaxy10_DECals-dataset-16306,3,2,0.7138
Galaxy10_DECals-dataset-17218,3,3,0.6692
Galaxy10_DECals-dataset-15874,3,3,0.5368
Galaxy10_DECals-dataset-14791,3,3,0.9667
Galaxy10_DECals-dataset-12908,2,2,0.7333
Galaxy10_DECals-dataset-13845,2,2,0.7803
Galaxy10_DECals-dataset-05245,1,1,0.7324
Galaxy10_DECals-dataset-14991,3,3,1.0
Galaxy10_DECals-dataset-17682,3,3,0.5056
Galaxy10_DECals-dataset-15957,3,1,0.5011
Galaxy10_DECals-dataset-10692,2,2,0.6375
Galaxy10_DECals-dataset-07318,1,1,0.7548
Galaxy10_DECals-dataset-17665,3,3,0.7
Galaxy10_DECals-dataset-15748,3,3,0.8889
Galaxy10_DECals-dataset-15904,3,3,0.7
Galaxy10_DECals-dataset-12650,2,2,0.616
Galaxy10_DECals-dataset-05343,1,1,0.7797
Galaxy10_DECals-dataset-11473,2,2,0.807
Galaxy10_DECals-dataset-01140,0,1,0.7187
Galaxy10_DECals-dataset-12553,2,2,0.6
Galaxy10_DECals-dataset-00878,0,2,0.556
Galaxy10_DECals-dataset-06142,1,2,0.6837
Galaxy10_DECals-dataset-14882,3,3,0.9333
Galaxy10_DECals-dataset-11308,2,2,0.4508
Galaxy10_DECals-dataset-01460,0,2,0.5618
Galaxy10_DECals-dataset-16735,3,3,0.7346
Galaxy10_DECals-dataset-11179,2,2,0.8294
Galaxy10_DECals-dataset-11494,2,2,0.5961
Galaxy10_DECals-dataset-05858,1,1,0.7392
Galaxy10_DECals-dataset-01129,0,3,0.3667
Galaxy10_DECals-dataset-13071,2,2,0.7302
Galaxy10_DECals-dataset-08685,2,2,0.3819
Galaxy10_DECals-dataset-10003,2,2,0.5461
Galaxy10_DECals-dataset-13051,2,2,0.8517
Galaxy10_DECals-dataset-07468,1,2,0.5767
Galaxy10_DECals-dataset-06534,1,2,0.4731
Galaxy10_DECals-dataset-17314,3,3,0.6667
Galaxy10_DECals-dataset-09806,2,2,0.5798
Galaxy10_DECals-dataset-00391,0,2,0.3857
Galaxy10_DECals-dataset-07367,1,1,0.7975
Galaxy10_DECals-dataset-05393,1,2,0.5959
Galaxy10_DECals-dataset-02270,0,0,0.4808
Galaxy10_DECals-dataset-02082,0,2,0.4161
Galaxy10_DECals-dataset-11560,2,2,0.4512
Galaxy10_DECals-dataset-15591,3,3,0.9333
Galaxy10_DECals-dataset-06308,1,1,0.7608
Galaxy10_DECals-dataset-02572,0,3,0.4167
Galaxy10_DECals-dataset-04025,1,1,0.9247
Galaxy10_DECals-dataset-13930,2,2,0.4441
Galaxy10_DECals-dataset-11793,2,2,0.5667
Galaxy10_DECals-dataset-09296,2,2,0.5896
Galaxy10_DECals-dataset-13990,2,2,0.651
Galaxy10_DECals-dataset-06105,1,1,0.6212
Galaxy10_DECals-dataset-07321,1,2,0.4222
Galaxy10_DECals-dataset-16131,3,3,0.8038
Galaxy10_DECals-dataset-06187,1,2,0.5056
Galaxy10_DECals-dataset-03214,1,1,0.9622
Galaxy10_DECals-dataset-06001,1,1,0.8916
Galaxy10_DECals-dataset-06939,1,1,0.4571
Galaxy10_DECals-dataset-06777,1,1,0.7975
Galaxy10_DECals-dataset-14562,3,3,0.9667
Galaxy10_DECals-dataset-16245,3,2,0.4617
Galaxy10_DECals-dataset-05530,1,1,0.6807
Galaxy10_DECals-dataset-06730,1,1,0.8334
Galaxy10_DECals-dataset-00747,0,2,0.5446
Galaxy10_DECals-dataset-00641,0,2,0.4913
Galaxy10_DECals-dataset-08280,2,1,0.5254
Galaxy10_DECals-dataset-01051,0,0,0.4914
Galaxy10_DECals-dataset-09681,2,2,0.7609
Galaxy10_DECals-dataset-12547,2,2,0.5422
Galaxy10_DECals-dataset-14087,2,2,0.672
Galaxy10_DECals-dataset-09985,2,2,0.6736
Galaxy10_DECals-dataset-16116,3,3,0.8333
Galaxy10_DECals-dataset-14718,3,3,0.7286
Galaxy10_DECals-dataset-04857,1,1,0.6854
Galaxy10_DECals-dataset-06295,1,1,0.7857
Galaxy10_DECals-dataset-06665,1,1,0.7949
Galaxy10_DECals-dataset-11139,2,2,0.6335
Galaxy10_DECals-dataset-09891,2,2,0.9
Galaxy10_DECals-dataset-04621,1,2,0.4729
Galaxy10_DECals-dataset-00434,0,0,0.3083
Galaxy10_DECals-dataset-09116,2,2,0.8035
Galaxy10_DECals-dataset-03926,1,0,0.5008
Galaxy10_DECals-dataset-16297,3,3,0.85
Galaxy10_DECals-dataset-12751,2,2,0.9308
Galaxy10_DECals-dataset-10139,2,2,0.8773
Galaxy10_DECals-dataset-02659,0,0,0.3994
Galaxy10_DECals-dataset-00042,0,2,0.6228
Galaxy10_DECals-dataset-03037,1,1,0.9258
Galaxy10_DECals-dataset-05434,1,2,0.4528
Galaxy10_DECals-dataset-13957,2,2,0.6403
Galaxy10_DECals-dataset-04036,1,1,0.5035
Galaxy10_DECals-dataset-09472,2,2,0.7497
Galaxy10_DECals-dataset-10724,2,2,0.3455
Galaxy10_DECals-dataset-00474,0,1,0.8826
Galaxy10_DECals-dataset-01160,0,0,0.6196
Galaxy10_DECals-dataset-09369,2,2,0.9093
Galaxy10_DECals-dataset-13737,2,2,0.4709
Galaxy10_DECals-dataset-12964,2,2,0.5426
Galaxy10_DECals-dataset-12358,2,2,0.6833
Galaxy10_DECals-dataset-15993,3,3,0.5357
Galaxy10_DECals-dataset-02467,0,0,0.5306
Galaxy10_DECals-dataset-16420,3,2,0.5174
Galaxy10_DECals-dataset-13642,2,2,0.6276
Galaxy10_DECals-dataset-15273,3,3,0.7
Galaxy10_DECals-dataset-12888,2,2,0.6154
Galaxy10_DECals-dataset-07597,1,1,0.5951
Galaxy10_DECals-dataset-05751,1,1,0.4607
Galaxy10_DECals-dataset-15721,3,3,0.7848
Galaxy10_DECals-dataset-07828,1,1,0.7837
Galaxy10_DECals-dataset-17466,3,1,0.3977
Galaxy10_DECals-dataset-06107,1,2,0.4307
Galaxy10_DECals-dataset-11286,2,2,0.8392
Galaxy10_DECals-dataset-14246,2,2,0.825
Galaxy10_DECals-dataset-16074,3,3,0.5694
Galaxy10_DECals-dataset-04881,1,1,0.4951
Galaxy10_DECals-dataset-15864,3,3,0.7333
Galaxy10_DECals-dataset-17175,3,3,0.8
Galaxy10_DECals-dataset-06204,1,2,0.4454
Galaxy10_DECals-dataset-03070,1,1,0.9965
Galaxy10_DECals-dataset-16966,3,1,0.4667
Galaxy10_DECals-dataset-13137,2,2,0.6195
Galaxy10_DECals-dataset-15328,3,3,0.6815
Galaxy10_DECals-dataset-02959,1,1,0.9896
Galaxy10_DECals-dataset-15590,3,3,0.9667
Galaxy10_DECals-dataset-05122,1,1,0.8961
Galaxy10_DECals-dataset-05334,1,1,0.9078
Galaxy10_DECals-dataset-12946,2,2,0.7887
Galaxy10_DECals-dataset-16551,3,3,0.6627
Galaxy10_DECals-dataset-00977,0,2,0.7647
Galaxy10_DECals-dataset-07267,1,1,0.7544
Galaxy10_DECals-dataset-07799,1,3,0.6778
Galaxy10_DECals-dataset-01031,0,0,0.4758
Galaxy10_DECals-dataset-16734,3,3,0.4409
Galaxy10_DECals-dataset-10626,2,2,0.8395
Galaxy10_DECals-dataset-11193,2,2,0.8608
Galaxy10_DECals-dataset-09715,2,2,0.8072
Galaxy10_DECals-dataset-07872,1,3,0.4522
Galaxy10_DECals-dataset-02736,0,3,0.7
Galaxy10_DECals-dataset-13810,2,2,0.7739
Galaxy10_DECals-dataset-05485,1,1,0.9235
Galaxy10_DECals-dataset-01008,0,2,0.5301
Galaxy10_DECals-dataset-13583,2,2,0.5955
Galaxy10_DECals-dataset-14940,3,3,0.7667
Galaxy10_DECals-dataset-01028,0,2,0.612
Galaxy10_DECals-dataset-12313,2,2,0.6382
Galaxy10_DECals-dataset-11717,2,3,0.7667
Galaxy10_DECals-dataset-15508,3,2,0.6116
Galaxy10_DECals-dataset-15056,3,3,0.9
Galaxy10_DECals-dataset-13775,2,0,0.4433
Galaxy10_DECals-dataset-14445,3,2,1.0
Galaxy10_DECals-dataset-09685,2,1,0.7763
Galaxy10_DECals-dataset-00001,0,0,0.5227
Galaxy10_DECals-dataset-14483,3,3,0.9
Galaxy10_DECals-dataset-15610,3,3,0.9333
Galaxy10_DECals-dataset-10310,2,2,0.5633
Galaxy10_DECals-dataset-05064,1,1,0.8496
Galaxy10_DECals-dataset-12066,2,1,0.5823
Galaxy10_DECals-dataset-07420,1,1,0.811
Galaxy10_DECals-dataset-15269,3,3,0.9833
Galaxy10_DECals-dataset-06679,1,1,0.7124
Galaxy10_DECals-dataset-01526,0,0,0.5644
Galaxy10_DECals-dataset-04167,1,1,0.5174
Galaxy10_DECals-dataset-15402,3,3,0.9667
Galaxy10_DECals-dataset-04711,1,1,0.9827
Galaxy10_DECals-dataset-13803,2,2,0.5083
Galaxy10_DECals-dataset-07670,1,1,0.7235
Galaxy10_DECals-dataset-15062,3,3,0.9
Galaxy10_DECals-dataset-05406,1,1,0.9025
Galaxy10_DECals-dataset-04039,1,1,0.8138
Galaxy10_DECals-dataset-03057,1,1,0.9968
Galaxy10_DECals-dataset-06694,1,2,0.5446
Galaxy10_DECals-dataset-07106,1,1,0.6142
Galaxy10_DECals-dataset-13521,2,0,0.5394
Galaxy10_DECals-dataset-07610,1,1,0.5284
Galaxy10_DECals-dataset-13843,2,3,0.5077
Galaxy10_DECals-dataset-11755,2,2,0.6372
Galaxy10_DECals-dataset-05242,1,1,0.862
Galaxy10_DECals-dataset-01989,0,0,0.4826
Galaxy10_DECals-dataset-08062,2,2,0.6786
Galaxy10_DECals-dataset-17160,3,3,0.9333
Galaxy10_DECals-dataset-04873,1,2,0.6315
Galaxy10_DECals-dataset-10101,2,2,0.5426
Galaxy10_DECals-dataset-02559,0,0,0.4548
Galaxy10_DECals-dataset-01153,0,2,0.5363
Galaxy10_DECals-dataset-04038,1,1,0.8613
Galaxy10_DECals-dataset-12472,2,2,0.7667
Galaxy10_DECals-dataset-09010,2,2,0.7082
Galaxy10_DECals-dataset-10997,2,2,0.9167
Galaxy10_DECals-dataset-13752,2,2,0.6479
Galaxy10_DECals-dataset-00027,0,3,0.45
Galaxy10_DECals-dataset-15627,3,3,0.7667
Galaxy10_DECals-dataset-01148,0,0,0.6402
Galaxy10_DECals-dataset-08207,2,2,0.5044
Galaxy10_DECals-dataset-00523,0,1,0.6715
Galaxy10_DECals-dataset-16598,3,3,0.9667
Galaxy10_DECals-dataset-07970,2,2,0.7701
Galaxy10_DECals-dataset-11677,2,1,0.4602
Galaxy10_DECals-dataset-16625,3,3,0.8
Galaxy10_DECals-dataset-14609,3,3,0.4708
Galaxy10_DECals-dataset-02165,0,2,0.5142
Galaxy10_DECals-dataset-06930,1,0,0.4847
Galaxy10_DECals-dataset-11730,2,2,0.8606
Galaxy10_DECals-dataset-09184,2,2,0.7655
Galaxy10_DECals-dataset-04809,1,1,0.7083
Galaxy10_DECals-dataset-06390,1,1,0.8667
Galaxy10_DECals-dataset-05638,1,1,0.9486
Galaxy10_DECals-dataset-02532,0,3,0.4667
Galaxy10_DECals-dataset-06070,1,2,0.4847
Galaxy10_DECals-dataset-10802,2,2,0.6263
Galaxy10_DECals-dataset-09251,2,2,0.5447
Galaxy10_DECals-dataset-01986,0,2,0.429
Galaxy10_DECals-dataset-15623,3,3,0.9333
Galaxy10_DECals-dataset-02101,0,1,0.5102
Galaxy10_DECals-dataset-04928,1,1,0.5293
Galaxy10_DECals-dataset-02489,0,2,0.5622
Galaxy10_DECals-dataset-10040,2,1,0.5553
Galaxy10_DECals-dataset-13300,2,1,0.722
Galaxy10_DECals-dataset-16980,3,3,0.8667
Galaxy10_DECals-dataset-06857,1,1,0.7293
Galaxy10_DECals-dataset-02889,0,2,0.565
Galaxy10_DECals-dataset-02852,0,2,0.522
Galaxy10_DECals-dataset-11875,2,0,0.6333
Galaxy10_DECals-dataset-14588,3,3,0.9667
Galaxy10_DECals-dataset-04311,1,1,0.9024
Galaxy10_DECals-dataset-03075,1,1,0.9173
Galaxy10_DECals-dataset-10843,2,2,0.6469
Galaxy10_DECals-dataset-03061,1,1,0.9911
Galaxy10_DECals-dataset-05834,1,1,0.4584
Galaxy10_DECals-dataset-14983,3,3,0.7967
Galaxy10_DECals-dataset-09509,2,2,0.567
Galaxy10_DECals-dataset-03346,1,1,0.7882
Galaxy10_DECals-dataset-13482,2,2,0.6835
Galaxy10_DECals-dataset-12363,2,2,0.5222
Galaxy10_DECals-dataset-04507,1,1,0.5869
Galaxy10_DECals-dataset-03822,1,1,0.7314
Galaxy10_DECals-dataset-05914,1,1,0.7702
Galaxy10_DECals-dataset-04657,1,1,0.7315
Galaxy10_DECals-dataset-12759,2,2,0.6837
Galaxy10_DECals-dataset-02713,0,2,0.4432
Galaxy10_DECals-dataset-04393,1,2,0.5324
Galaxy10_DECals-dataset-01806,0,0,0.4797
Galaxy10_DECals-dataset-06357,1,1,0.7908
Galaxy10_DECals-dataset-00537,0,2,0.5974
Galaxy10_DECals-dataset-05286,1,1,0.8775
Galaxy10_DECals-dataset-00512,0,1,0.8191
Galaxy10_DECals-dataset-00333,0,2,0.4519
Galaxy10_DECals-dataset-03793,1,1,0.6975
Galaxy10_DECals-dataset-13519,2,0,0.4483
Galaxy10_DECals-dataset-05113,1,1,0.7678
Galaxy10_DECals-dataset-15386,3,3,0.6222
Galaxy10_DECals-dataset-14116,2,2,0.5622
Galaxy10_DECals-dataset-11667,2,2,0.5393
Galaxy10_DECals-dataset-13904,2,2,0.6477
Galaxy10_DECals-dataset-08913,2,2,0.788
Galaxy10_DECals-dataset-14423,2,2,0.629
Galaxy10_DECals-dataset-02417,0,2,0.708
Galaxy10_DECals-dataset-13090,2,2,0.8127
Galaxy10_DECals-dataset-16540,3,2,0.56
Galaxy10_DECals-dataset-13912,2,1,0.6744
Galaxy10_DECals-dataset-05424,1,1,0.5995
Galaxy10_DECals-dataset-01827,0,0,0.4749
Galaxy10_DECals-dataset-10262,2,2,0.7255
Galaxy10_DECals-dataset-03988,1,1,0.8588
Galaxy10_DECals-dataset-15324,3,3,0.9
Galaxy10_DECals-dataset-14287,2,2,0.7781
Galaxy10_DECals-dataset-06485,1,1,0.4772
Galaxy10_DECals-dataset-10527,2,2,0.5603
Galaxy10_DECals-dataset-14737,3,3,1.0
Galaxy10_DECals-dataset-09817,2,2,0.4197
Galaxy10_DECals-dataset-07041,1,1,0.8289
Galaxy10_DECals-dataset-01443,0,0,0.6333
Galaxy10_DECals-dataset-02844,0,2,0.2924
Galaxy10_DECals-dataset-11073,2,2,0.6367
Galaxy10_DECals-dataset-13392,2,2,0.7076
Galaxy10_DECals-dataset-11892,2,2,0.4215
Galaxy10_DECals-dataset-10722,2,2,0.6525
Galaxy10_DECals-dataset-14446,3,0,0.5364
Galaxy10_DECals-dataset-09740,2,1,0.4908
Galaxy10_DECals-dataset-16699,3,3,0.8667
Galaxy10_DECals-dataset-03562,1,1,0.7345
Galaxy10_DECals-dataset-02824,0,0,0.6204
Galaxy10_DECals-dataset-14043,2,3,0.6333
Galaxy10_DECals-dataset-15890,3,3,0.9667
Galaxy10_DECals-dataset-02433,0,2,0.5467
Galaxy10_DECals-dataset-11205,2,2,0.6233
Galaxy10_DECals-dataset-03957,1,2,0.6711
Galaxy10_DECals-dataset-08287,2,2,0.6895
Galaxy10_DECals-dataset-00959,0,2,0.7975
Galaxy10_DECals-dataset-00645,0,2,0.6588
Galaxy10_DECals-dataset-14255,2,2,0.4551
Galaxy10_DECals-dataset-15092,3,3,0.9333
Galaxy10_DECals-dataset-16692,3,3,0.5
Galaxy10_DECals-dataset-13017,2,0,0.5226
Galaxy10_DECals-dataset-14896,3,3,0.9
Galaxy10_DECals-dataset-11035,2,2,0.7806
Galaxy10_DECals-dataset-12632,2,3,0.5333
Galaxy10_DECals-dataset-12853,2,2,0.7595
Galaxy10_DECals-dataset-03210,1,1,0.5415
Galaxy10_DECals-dataset-02239,0,0,0.432
Galaxy10_DECals-dataset-13688,2,2,0.9619
Galaxy10_DECals-dataset-15275,3,3,0.9264
Galaxy10_DECals-dataset-12007,2,2,0.5552
Galaxy10_DECals-dataset-17192,3,3,0.8667
Galaxy10_DECals-dataset-05470,1,1,0.6029
Galaxy10_DECals-dataset-03964,1,2,0.6516
Galaxy10_DECals-dataset-15684,3,3,0.5
Galaxy10_DECals-dataset-05320,1,1,0.5101
Galaxy10_DECals-dataset-10787,2,2,0.4616
Galaxy10_DECals-dataset-10508,2,2,0.7444
Galaxy10_DECals-dataset-04453,1,1,0.8431
Galaxy10_DECals-dataset-00639,0,1,0.497
Galaxy10_DECals-dataset-06568,1,1,0.7727
Galaxy10_DECals-dataset-09504,2,2,0.6122
Galaxy10_DECals-dataset-14336,2,2,0.6439
Galaxy10_DECals-dataset-09886,2,2,0.9333
Galaxy10_DECals-dataset-00499,0,0,0.4972
Galaxy10_DECals-dataset-10919,2,2,0.8101
Galaxy10_DECals-dataset-07741,1,1,0.4833
Galaxy10_DECals-dataset-05243,1,1,0.5583
Galaxy10_DECals-dataset-07312,1,1,0.8377
Galaxy10_DECals-dataset-12805,2,2,0.676
Galaxy10_DECals-dataset-10795,2,2,0.7066
Galaxy10_DECals-dataset-02182,0,2,0.8612
Galaxy10_DECals-dataset-01968,0,0,0.4283
Galaxy10_DECals-dataset-10703,2,2,0.5413
Galaxy10_DECals-dataset-16397,3,2,0.5228
Galaxy10_DECals-dataset-02088,0,2,0.6621
Galaxy10_DECals-dataset-01836,0,2,0.4387
Galaxy10_DECals-dataset-17155,3,3,0.9667
Galaxy10_DECals-dataset-04854,1,1,0.4716
Galaxy10_DECals-dataset-06788,1,2,0.3437
Galaxy10_DECals-dataset-00021,0,1,0.4
Galaxy10_DECals-dataset-17513,3,3,0.5538
Galaxy10_DECals-dataset-03679,1,1,0.9896
Galaxy10_DECals-dataset-08152,2,2,0.8756
Galaxy10_DECals-dataset-09038,2,2,0.9352
Galaxy10_DECals-dataset-07430,1,1,0.8654
Galaxy10_DECals-dataset-10988,2,2,0.833
Galaxy10_DECals-dataset-16517,3,3,0.801
Galaxy10_DECals-dataset-12318,2,3,0.8
Galaxy10_DECals-dataset-01035,0,2,0.7037
Galaxy10_DECals-dataset-09171,2,2,0.9667
Galaxy10_DECals-dataset-16730,3,3,0.7667
Galaxy10_DECals-dataset-14635,3,2,0.559
Galaxy10_DECals-dataset-03534,1,1,0.998
Galaxy10_DECals-dataset-05718,1,1,0.6233
Galaxy10_DECals-dataset-17064,3,3,0.9
Galaxy10_DECals-dataset-06723,1,2,0.4613
Galaxy10_DECals-dataset-14173,2,0,0.4597
Galaxy10_DECals-dataset-11141,2,2,0.8776
Galaxy10_DECals-dataset-01147,0,3,0.5667
Galaxy10_DECals-dataset-01329,0,1,0.9854
Galaxy10_DECals-dataset-00515,0,2,0.7476
Galaxy10_DECals-dataset-00133,0,2,0.7782
Galaxy10_DECals-dataset-08595,2,2,0.6612
Galaxy10_DECals-dataset-08763,2,2,0.8333
Galaxy10_DECals-dataset-12735,2,2,0.7287
Galaxy10_DECals-dataset-11611,2,2,0.4498
Galaxy10_DECals-dataset-05402,1,1,0.8473
Galaxy10_DECals-dataset-15502,3,3,0.9667
Galaxy10_DECals-dataset-02738,0,2,0.4024
Galaxy10_DECals-dataset-09703,2,2,0.5559
Galaxy10_DECals-dataset-11464,2,2,0.5447
Galaxy10_DECals-dataset-08420,2,3,0.4042
Galaxy10_DECals-dataset-01774,0,2,0.4476
Galaxy10_DECals-dataset-05944,1,1,0.8447
Galaxy10_DECals-dataset-01515,0,3,0.4
Galaxy10_DECals-dataset-03449,1,1,0.4667
Galaxy10_DECals-dataset-02537,0,0,0.7099
Galaxy10_DECals-dataset-17238,3,3,0.65
Galaxy10_DECals-dataset-16393,3,3,0.6667
Galaxy10_DECals-dataset-01573,0,0,0.5833
Galaxy10_DECals-dataset-14980,3,3,0.8597
Galaxy10_DECals-dataset-02146,0,2,0.7447
Galaxy10_DECals-dataset-06533,1,1,0.8626
Galaxy10_DECals-dataset-08521,2,2,0.6222
Galaxy10_DECals-dataset-14055,2,1,0.4278
Galaxy10_DECals-dataset-13704,2,2,0.6846
Galaxy10_DECals-dataset-13128,2,2,0.3286
Galaxy10_DECals-dataset-14104,2,1,0.7297
Galaxy10_DECals-dataset-16933,3,3,0.9333
Galaxy10_DECals-dataset-01365,0,3,0.6333
Galaxy10_DECals-dataset-02622,0,2,0.6972
Galaxy10_DECals-dataset-00455,0,2,0.6333
Galaxy10_DECals-dataset-08543,2,2,0.4188
Galaxy10_DECals-dataset-10817,2,2,0.7445
Galaxy10_DECals-dataset-15236,3,2,0.4243
Galaxy10_DECals-dataset-14000,2,2,0.7607
Galaxy10_DECals-dataset-12640,2,2,0.6592
Galaxy10_DECals-dataset-01617,0,0,0.4488
Galaxy10_DECals-dataset-16283,3,3,0.5667
Galaxy10_DECals-dataset-10456,2,2,0.8333
Galaxy10_DECals-dataset-14678,3,3,0.9333
Galaxy10_DECals-dataset-04939,1,1,0.8692
Galaxy10_DECals-dataset-05270,1,1,0.8096
Galaxy10_DECals-dataset-07972,2,2,0.6261
Galaxy10_DECals-dataset-13001,2,2,0.4185
Galaxy10_DECals-dataset-03678,1,0,0.3882
Galaxy10_DECals-dataset-09753,2,1,0.598
Galaxy10_DECals-dataset-05264,1,2,0.6966
Galaxy10_DECals-dataset-16067,3,2,0.5562
Galaxy10_DECals-dataset-17382,3,3,0.7833
Galaxy10_DECals-dataset-01205,0,2,0.478
Galaxy10_DECals-dataset-14843,3,3,1.0
Galaxy10_DECals-dataset-06874,1,1,0.8657
Galaxy10_DECals-dataset-13518,2,2,0.3948
Galaxy10_DECals-dataset-15799,3,3,0.6667
Galaxy10_DECals-dataset-04227,1,1,0.8961
Galaxy10_DECals-dataset-14013,2,2,0.4509
Galaxy10_DECals-dataset-17250,3,3,0.7278
Galaxy10_DECals-dataset-15578,3,3,0.5667
Galaxy10_DECals-dataset-17077,3,1,0.3535
Galaxy10_DECals-dataset-02801,0,2,0.3792
Galaxy10_DECals-dataset-16327,3,3,0.8222
Galaxy10_DECals-dataset-02690,0,0,0.4791
Galaxy10_DECals-dataset-04261,1,1,0.8793
Galaxy10_DECals-dataset-04536,1,1,0.9807
Galaxy10_DECals-dataset-13947,2,0,0.5306
Galaxy10_DECals-dataset-09069,2,2,0.9035
Galaxy10_DECals-dataset-02173,0,2,0.4188
Galaxy10_DECals-dataset-14621,3,3,0.3667
Galaxy10_DECals-dataset-17720,3,3,0.4959
Galaxy10_DECals-dataset-07185,1,1,0.8134
Galaxy10_DECals-dataset-15392,3,3,1.0
Galaxy10_DECals-dataset-07532,1,1,0.4805
Galaxy10_DECals-dataset-00225,0,2,0.7019
Galaxy10_DECals-dataset-04175,1,1,0.514
Galaxy10_DECals-dataset-17435,3,3,0.9333
Galaxy10_DECals-dataset-06034,1,2,0.3699
Galaxy10_DECals-dataset-08622,2,2,0.713
Galaxy10_DECals-dataset-11317,2,0,0.3333
Galaxy10_DECals-dataset-06731,1,1,0.5377
Galaxy10_DECals-dataset-05928,1,1,0.733
Galaxy10_DECals-dataset-01348,0,0,0.4815
Galaxy10_DECals-dataset-03168,1,1,0.8296
Galaxy10_DECals-dataset-04783,1,2,0.7132
Galaxy10_DECals-dataset-03072,1,1,0.7667
Galaxy10_DECals-dataset-07288,1,1,0.6971
Galaxy10_DECals-dataset-00186,0,1,0.7851
Galaxy10_DECals-dataset-14868,3,3,0.9
Galaxy10_DECals-dataset-06365,1,1,0.6612
Galaxy10_DECals-dataset-04866,1,1,0.7408
Galaxy10_DECals-dataset-01516,0,2,0.5483
Galaxy10_DECals-dataset-16289,3,2,0.5246
Galaxy10_DECals-dataset-08588,2,2,0.9667
Galaxy10_DECals-dataset-07393,1,1,0.6528
Galaxy10_DECals-dataset-16825,3,3,0.8667
Galaxy10_DECals-dataset-12777,2,3,0.5317
Galaxy10_DECals-dataset-05283,1,1,0.8318
