FILENAME,CLASS,LABEL,SCORE
Galaxy10_DECals-dataset-12964,2,1,0.4333
Galaxy10_DECals-dataset-12358,2,2,0.4667
Galaxy10_DECals-dataset-15993,3,3,0.7333
Galaxy10_DECals-dataset-02467,0,2,0.5667
Galaxy10_DECals-dataset-16420,3,2,0.5667
Galaxy10_DECals-dataset-13642,2,2,0.7333
Galaxy10_DECals-dataset-15273,3,3,0.8
Galaxy10_DECals-dataset-12888,2,2,0.9333
Galaxy10_DECals-dataset-07597,1,1,0.4667
Galaxy10_DECals-dataset-05751,1,1,0.4333
Galaxy10_DECals-dataset-15721,3,3,0.6333
Galaxy10_DECals-dataset-07828,1,1,0.7
Galaxy10_DECals-dataset-17466,3,1,0.4
Galaxy10_DECals-dataset-06107,1,2,0.5
Galaxy10_DECals-dataset-11286,2,2,0.8
Galaxy10_DECals-dataset-14246,2,2,0.5
Galaxy10_DECals-dataset-16074,3,3,0.3667
Galaxy10_DECals-dataset-04881,1,2,0.5333
Galaxy10_DECals-dataset-15864,3,3,0.6
Galaxy10_DECals-dataset-17175,3,3,0.4667
Galaxy10_DECals-dataset-06204,1,1,0.5333
Galaxy10_DECals-dataset-03070,1,1,0.6667
Galaxy10_DECals-dataset-16966,3,3,0.3667
Galaxy10_DECals-dataset-13137,2,2,0.4667
Galaxy10_DECals-dataset-15328,3,3,0.6
Galaxy10_DECals-dataset-02959,1,1,0.9667
Galaxy10_DECals-dataset-15590,3,3,0.8
Galaxy10_DECals-dataset-05122,1,1,0.8667
Galaxy10_DECals-dataset-05334,1,1,0.9667
Galaxy10_DECals-dataset-12946,2,2,0.8667
Galaxy10_DECals-dataset-16551,3,2,0.3667
Galaxy10_DECals-dataset-00977,0,2,0.7333
Galaxy10_DECals-dataset-07267,1,1,0.7667
Galaxy10_DECals-dataset-07799,1,3,0.5
Galaxy10_DECals-dataset-01031,0,2,0.8333
Galaxy10_DECals-dataset-16734,3,3,0.5667
Galaxy10_DECals-dataset-10626,2,2,0.6167
Galaxy10_DECals-dataset-11193,2,2,0.9333
Galaxy10_DECals-dataset-09715,2,2,0.7333
Galaxy10_DECals-dataset-07872,1,3,0.4
Galaxy10_DECals-dataset-02736,0,3,0.3333
Galaxy10_DECals-dataset-13810,2,2,0.6667
Galaxy10_DECals-dataset-05485,1,1,0.9
Galaxy10_DECals-dataset-01008,0,2,0.4333
Galaxy10_DECals-dataset-13583,2,2,0.8
Galaxy10_DECals-dataset-14940,3,3,0.6667
Galaxy10_DECals-dataset-01028,0,2,0.6
Galaxy10_DECals-dataset-12313,2,2,0.6333
Galaxy10_DECals-dataset-11717,2,2,0.3667
Galaxy10_DECals-dataset-15508,3,3,0.5
Galaxy10_DECals-dataset-15056,3,3,0.8
Galaxy10_DECals-dataset-13775,2,2,0.4778
Galaxy10_DECals-dataset-14445,3,2,0.6
Galaxy10_DECals-dataset-09685,2,1,0.7
Galaxy10_DECals-dataset-00001,0,0,0.4333
Galaxy10_DECals-dataset-14483,3,3,0.7
Galaxy10_DECals-dataset-15610,3,3,0.8
Galaxy10_DECals-dataset-10310,2,2,0.4667
Galaxy10_DECals-dataset-05064,1,1,0.9
Galaxy10_DECals-dataset-12066,2,1,0.6
Galaxy10_DECals-dataset-07420,1,1,0.6667
Galaxy10_DECals-dataset-15269,3,3,0.8333
Galaxy10_DECals-dataset-06679,1,1,0.8
Galaxy10_DECals-dataset-01526,0,0,0.6
Galaxy10_DECals-dataset-04167,1,1,0.7
Galaxy10_DECals-dataset-15402,3,3,0.5333
Galaxy10_DECals-dataset-04711,1,1,0.8
Galaxy10_DECals-dataset-13803,2,2,0.4667
Galaxy10_DECals-dataset-07670,1,1,0.4
Galaxy10_DECals-dataset-15062,3,3,0.6333
Galaxy10_DECals-dataset-05406,1,1,0.9667
Galaxy10_DECals-dataset-04039,1,1,0.7
Galaxy10_DECals-dataset-03057,1,1,0.7667
Galaxy10_DECals-dataset-06694,1,2,0.4667
Galaxy10_DECals-dataset-07106,1,0,0.3667
Galaxy10_DECals-dataset-13521,2,2,0.6
Galaxy10_DECals-dataset-07610,1,3,0.5
Galaxy10_DECals-dataset-13843,2,3,0.3
Galaxy10_DECals-dataset-11755,2,2,0.6
Galaxy10_DECals-dataset-05242,1,1,0.9
Galaxy10_DECals-dataset-01989,0,0,0.3333
Galaxy10_DECals-dataset-08062,2,2,0.8333
Galaxy10_DECals-dataset-17160,3,3,0.7
Galaxy10_DECals-dataset-04873,1,2,0.6667
Galaxy10_DECals-dataset-10101,2,2,0.7
Galaxy10_DECals-dataset-02559,0,0,0.5667
Galaxy10_DECals-dataset-01153,0,1,0.3333
Galaxy10_DECals-dataset-04038,1,1,0.7333
Galaxy10_DECals-dataset-12472,2,2,0.4667
Galaxy10_DECals-dataset-09010,2,2,0.7667
Galaxy10_DECals-dataset-10997,2,2,0.7
Galaxy10_DECals-dataset-13752,2,2,0.7667
Galaxy10_DECals-dataset-00027,0,0,0.3333
Galaxy10_DECals-dataset-15627,3,3,0.6667
Galaxy10_DECals-dataset-01148,0,0,0.4667
Galaxy10_DECals-dataset-08207,2,2,0.4667
Galaxy10_DECals-dataset-00523,0,1,0.6333
Galaxy10_DECals-dataset-16598,3,3,0.8667
Galaxy10_DECals-dataset-07970,2,2,0.5333
Galaxy10_DECals-dataset-11677,2,1,0.3444
Galaxy10_DECals-dataset-16625,3,3,0.6333
Galaxy10_DECals-dataset-14609,3,1,0.3
Galaxy10_DECals-dataset-02165,0,2,0.4667
Galaxy10_DECals-dataset-06930,1,0,0.8
Galaxy10_DECals-dataset-11730,2,2,0.6
Galaxy10_DECals-dataset-09184,2,2,0.7556
Galaxy10_DECals-dataset-04809,1,1,0.7667
Galaxy10_DECals-dataset-06390,1,1,0.5833
Galaxy10_DECals-dataset-05638,1,1,0.5667
Galaxy10_DECals-dataset-02532,0,0,0.4
Galaxy10_DECals-dataset-06070,1,2,0.6
Galaxy10_DECals-dataset-10802,2,2,0.4917
Galaxy10_DECals-dataset-09251,2,2,0.6667
Galaxy10_DECals-dataset-01986,0,2,0.4667
Galaxy10_DECals-dataset-15623,3,3,0.8
Galaxy10_DECals-dataset-02101,0,2,0.4333
Galaxy10_DECals-dataset-04928,1,2,0.6
Galaxy10_DECals-dataset-02489,0,0,0.5333
Galaxy10_DECals-dataset-10040,2,1,0.6
Galaxy10_DECals-dataset-13300,2,1,0.6
Galaxy10_DECals-dataset-16980,3,3,0.7333
Galaxy10_DECals-dataset-06857,1,1,0.7
Galaxy10_DECals-dataset-02889,0,2,0.4667
Galaxy10_DECals-dataset-02852,0,2,0.4
Galaxy10_DECals-dataset-11875,2,2,0.4667
Galaxy10_DECals-dataset-14588,3,3,0.8
Galaxy10_DECals-dataset-04311,1,1,1.0
Galaxy10_DECals-dataset-03075,1,1,0.8333
Galaxy10_DECals-dataset-10843,2,2,0.6667
Galaxy10_DECals-dataset-03061,1,1,0.8
Galaxy10_DECals-dataset-05834,1,1,0.5
Galaxy10_DECals-dataset-14983,3,3,0.3333
Galaxy10_DECals-dataset-09509,2,2,0.6833
Galaxy10_DECals-dataset-03346,1,1,0.9333
Galaxy10_DECals-dataset-13482,2,2,0.7
Galaxy10_DECals-dataset-12363,2,2,0.5
Galaxy10_DECals-dataset-04507,1,1,0.5333
Galaxy10_DECals-dataset-03822,1,1,0.7667
Galaxy10_DECals-dataset-05914,1,1,0.8667
Galaxy10_DECals-dataset-04657,1,1,0.4667
Galaxy10_DECals-dataset-12759,2,2,0.5667
Galaxy10_DECals-dataset-02713,0,0,0.3667
Galaxy10_DECals-dataset-04393,1,1,0.3
Galaxy10_DECals-dataset-01806,0,2,0.4
Galaxy10_DECals-dataset-06357,1,1,0.8
Galaxy10_DECals-dataset-00537,0,2,0.7667
Galaxy10_DECals-dataset-05286,1,1,0.9
Galaxy10_DECals-dataset-00512,0,1,0.5
Galaxy10_DECals-dataset-00333,0,2,0.5333
Galaxy10_DECals-dataset-03793,1,1,0.3667
Galaxy10_DECals-dataset-13519,2,2,0.4333
Galaxy10_DECals-dataset-05113,1,1,0.5333
Galaxy10_DECals-dataset-15386,3,3,0.6
Galaxy10_DECals-dataset-14116,2,2,0.3667
Galaxy10_DECals-dataset-11667,2,2,0.5667
Galaxy10_DECals-dataset-13904,2,2,0.7667
Galaxy10_DECals-dataset-08913,2,2,0.5
Galaxy10_DECals-dataset-14423,2,2,0.7
Galaxy10_DECals-dataset-02417,0,0,0.4667
Galaxy10_DECals-dataset-13090,2,2,0.6667
Galaxy10_DECals-dataset-16540,3,3,0.5333
Galaxy10_DECals-dataset-13912,2,2,0.5
Galaxy10_DECals-dataset-05424,1,1,0.6
Galaxy10_DECals-dataset-01827,0,0,0.4667
Galaxy10_DECals-dataset-10262,2,2,0.5333
Galaxy10_DECals-dataset-03988,1,1,0.6667
Galaxy10_DECals-dataset-15324,3,3,0.7
Galaxy10_DECals-dataset-14287,2,2,0.5333
Galaxy10_DECals-dataset-06485,1,1,0.6667
Galaxy10_DECals-dataset-10527,2,2,0.7
Galaxy10_DECals-dataset-14737,3,3,0.7
Galaxy10_DECals-dataset-09817,2,2,0.5
Galaxy10_DECals-dataset-07041,1,1,0.7667
Galaxy10_DECals-dataset-01443,0,0,0.4333
Galaxy10_DECals-dataset-02844,0,0,0.3333
Galaxy10_DECals-dataset-11073,2,2,0.6333
Galaxy10_DECals-dataset-13392,2,2,0.8333
Galaxy10_DECals-dataset-11892,2,2,0.4333
Galaxy10_DECals-dataset-10722,2,2,0.4333
Galaxy10_DECals-dataset-14446,3,3,0.5
Galaxy10_DECals-dataset-09740,2,2,0.6667
Galaxy10_DECals-dataset-16699,3,3,0.3667
Galaxy10_DECals-dataset-03562,1,1,0.6
Galaxy10_DECals-dataset-02824,0,0,0.3667
Galaxy10_DECals-dataset-14043,2,2,0.3
Galaxy10_DECals-dataset-15890,3,3,0.8333
Galaxy10_DECals-dataset-02433,0,0,0.5333
Galaxy10_DECals-dataset-11205,2,2,0.4667
Galaxy10_DECals-dataset-03957,1,2,0.8
Galaxy10_DECals-dataset-08287,2,2,0.8333
Galaxy10_DECals-dataset-00959,0,2,0.5
Galaxy10_DECals-dataset-00645,0,2,0.8
Galaxy10_DECals-dataset-14255,2,2,0.5667
Galaxy10_DECals-dataset-15092,3,3,0.7
Galaxy10_DECals-dataset-16692,3,3,0.4667
Galaxy10_DECals-dataset-13017,2,0,0.4
Galaxy10_DECals-dataset-14896,3,3,0.6333
Galaxy10_DECals-dataset-11035,2,2,0.8
Galaxy10_DECals-dataset-12632,2,3,0.4667
Galaxy10_DECals-dataset-12853,2,2,0.7667
Galaxy10_DECals-dataset-03210,1,1,0.6
Galaxy10_DECals-dataset-02239,0,0,0.3667
Galaxy10_DECals-dataset-13688,2,2,0.8667
Galaxy10_DECals-dataset-15275,3,3,0.8333
Galaxy10_DECals-dataset-12007,2,2,0.5667
Galaxy10_DECals-dataset-17192,3,3,0.6
Galaxy10_DECals-dataset-05470,1,1,0.8
Galaxy10_DECals-dataset-03964,1,2,0.5
Galaxy10_DECals-dataset-15684,3,3,0.4
Galaxy10_DECals-dataset-05320,1,2,0.4
Galaxy10_DECals-dataset-10787,2,2,0.7
Galaxy10_DECals-dataset-10508,2,2,0.7
Galaxy10_DECals-dataset-04453,1,1,0.9333
Galaxy10_DECals-dataset-00639,0,1,0.7
Galaxy10_DECals-dataset-06568,1,1,0.7333
Galaxy10_DECals-dataset-09504,2,2,0.5333
Galaxy10_DECals-dataset-14336,2,2,0.6
Galaxy10_DECals-dataset-09886,2,2,0.6333
Galaxy10_DECals-dataset-00499,0,0,0.4
Galaxy10_DECals-dataset-10919,2,2,0.8667
Galaxy10_DECals-dataset-07741,1,0,0.3
Galaxy10_DECals-dataset-05243,1,1,0.5
Galaxy10_DECals-dataset-07312,1,1,0.7333
Galaxy10_DECals-dataset-12805,2,2,0.7
Galaxy10_DECals-dataset-10795,2,2,0.5667
Galaxy10_DECals-dataset-02182,0,2,0.7
Galaxy10_DECals-dataset-01968,0,0,0.5333
Galaxy10_DECals-dataset-10703,2,2,0.8333
Galaxy10_DECals-dataset-16397,3,2,0.4667
Galaxy10_DECals-dataset-02088,0,2,0.8
Galaxy10_DECals-dataset-01836,0,2,0.3667
Galaxy10_DECals-dataset-17155,3,3,0.6333
Galaxy10_DECals-dataset-04854,1,1,0.5667
Galaxy10_DECals-dataset-06788,1,0,0.3667
Galaxy10_DECals-dataset-00021,0,3,0.4333
Galaxy10_DECals-dataset-17513,3,3,0.7
Galaxy10_DECals-dataset-03679,1,1,0.9
Galaxy10_DECals-dataset-08152,2,2,0.7167
Galaxy10_DECals-dataset-09038,2,2,0.8333
Galaxy10_DECals-dataset-07430,1,1,0.8667
Galaxy10_DECals-dataset-10988,2,2,0.8
Galaxy10_DECals-dataset-16517,3,3,0.7
Galaxy10_DECals-dataset-12318,2,3,0.6333
Galaxy10_DECals-dataset-01035,0,2,0.8
Galaxy10_DECals-dataset-09171,2,2,0.6667
Galaxy10_DECals-dataset-16730,3,3,0.5
Galaxy10_DECals-dataset-14635,3,2,0.4333
Galaxy10_DECals-dataset-03534,1,1,0.9
Galaxy10_DECals-dataset-05718,1,1,0.4333
Galaxy10_DECals-dataset-17064,3,3,0.3667
Galaxy10_DECals-dataset-06723,1,2,0.5
Galaxy10_DECals-dataset-14173,2,0,0.4
Galaxy10_DECals-dataset-11141,2,2,0.9333
Galaxy10_DECals-dataset-01147,0,3,0.4
Galaxy10_DECals-dataset-01329,0,1,0.7667
Galaxy10_DECals-dataset-00515,0,2,0.8667
Galaxy10_DECals-dataset-00133,0,2,0.6333
Galaxy10_DECals-dataset-08595,2,2,0.6
Galaxy10_DECals-dataset-08763,2,2,0.6333
Galaxy10_DECals-dataset-12735,2,2,0.7667
Galaxy10_DECals-dataset-11611,2,2,0.5
Galaxy10_DECals-dataset-05402,1,1,0.9
Galaxy10_DECals-dataset-15502,3,3,0.8333
Galaxy10_DECals-dataset-02738,0,0,0.4667
Galaxy10_DECals-dataset-09703,2,2,0.8333
Galaxy10_DECals-dataset-11464,2,1,0.3
Galaxy10_DECals-dataset-08420,2,2,0.3333
Galaxy10_DECals-dataset-01774,0,0,0.4333
Galaxy10_DECals-dataset-05944,1,1,0.5
Galaxy10_DECals-dataset-01515,0,2,0.4
Galaxy10_DECals-dataset-03449,1,2,0.3
Galaxy10_DECals-dataset-02537,0,0,0.8
Galaxy10_DECals-dataset-17238,3,2,0.4
Galaxy10_DECals-dataset-16393,3,3,0.8667
Galaxy10_DECals-dataset-01573,0,0,0.4833
Galaxy10_DECals-dataset-14980,3,3,0.6333
Galaxy10_DECals-dataset-02146,0,0,0.5
Galaxy10_DECals-dataset-06533,1,1,0.6667
Galaxy10_DECals-dataset-08521,2,2,0.5333
Galaxy10_DECals-dataset-14055,2,0,0.3667
Galaxy10_DECals-dataset-13704,2,2,0.8
Galaxy10_DECals-dataset-13128,2,3,0.4333
Galaxy10_DECals-dataset-14104,2,1,0.6333
Galaxy10_DECals-dataset-16933,3,3,0.8333
Galaxy10_DECals-dataset-01365,0,3,0.4333
Galaxy10_DECals-dataset-02622,0,0,0.5667
Galaxy10_DECals-dataset-00455,0,2,0.5333
Galaxy10_DECals-dataset-08543,2,2,0.4667
Galaxy10_DECals-dataset-10817,2,2,0.4
Galaxy10_DECals-dataset-15236,3,0,0.4667
Galaxy10_DECals-dataset-14000,2,2,0.8667
Galaxy10_DECals-dataset-12640,2,2,0.8
Galaxy10_DECals-dataset-01617,0,2,0.3778
Galaxy10_DECals-dataset-16283,3,3,0.4667
Galaxy10_DECals-dataset-10456,2,2,0.5333
Galaxy10_DECals-dataset-14678,3,3,0.5
Galaxy10_DECals-dataset-04939,1,1,0.9667
Galaxy10_DECals-dataset-05270,1,1,0.8333
Galaxy10_DECals-dataset-07972,2,2,0.4333
Galaxy10_DECals-dataset-13001,2,0,0.3667
Galaxy10_DECals-dataset-03678,1,0,0.3333
Galaxy10_DECals-dataset-09753,2,1,0.5667
Galaxy10_DECals-dataset-05264,1,2,0.5
Galaxy10_DECals-dataset-16067,3,2,0.5667
Galaxy10_DECals-dataset-17382,3,3,0.7333
Galaxy10_DECals-dataset-01205,0,0,0.5
Galaxy10_DECals-dataset-14843,3,3,0.8
Galaxy10_DECals-dataset-06874,1,1,0.9
Galaxy10_DECals-dataset-13518,2,2,0.5667
Galaxy10_DECals-dataset-15799,3,3,0.3333
Galaxy10_DECals-dataset-04227,1,1,0.9
Galaxy10_DECals-dataset-14013,2,2,0.4333
Galaxy10_DECals-dataset-17250,3,3,0.5667
Galaxy10_DECals-dataset-15578,3,3,0.4667
Galaxy10_DECals-dataset-17077,3,1,0.3
Galaxy10_DECals-dataset-02801,0,0,0.4
Galaxy10_DECals-dataset-16327,3,3,0.7
Galaxy10_DECals-dataset-02690,0,0,0.4333
Galaxy10_DECals-dataset-04261,1,1,0.8333
Galaxy10_DECals-dataset-04536,1,1,0.9667
Galaxy10_DECals-dataset-13947,2,2,0.4167
Galaxy10_DECals-dataset-09069,2,2,0.9
Galaxy10_DECals-dataset-02173,0,2,0.4
Galaxy10_DECals-dataset-14621,3,2,0.5333
Galaxy10_DECals-dataset-17720,3,3,0.5333
Galaxy10_DECals-dataset-07185,1,1,0.7
Galaxy10_DECals-dataset-15392,3,3,0.9
Galaxy10_DECals-dataset-07532,1,1,0.8667
Galaxy10_DECals-dataset-00225,0,2,0.4667
Galaxy10_DECals-dataset-04175,1,1,0.3333
Galaxy10_DECals-dataset-17435,3,3,0.7333
Galaxy10_DECals-dataset-06034,1,1,0.5
Galaxy10_DECals-dataset-08622,2,2,0.7
Galaxy10_DECals-dataset-11317,2,2,0.3333
Galaxy10_DECals-dataset-06731,1,1,0.5
Galaxy10_DECals-dataset-05928,1,1,0.5
Galaxy10_DECals-dataset-01348,0,0,0.5
Galaxy10_DECals-dataset-03168,1,1,0.8
Galaxy10_DECals-dataset-04783,1,2,0.6
Galaxy10_DECals-dataset-03072,1,1,0.4333
Galaxy10_DECals-dataset-07288,1,3,0.3333
Galaxy10_DECals-dataset-00186,0,1,0.7667
Galaxy10_DECals-dataset-14868,3,3,0.7
Galaxy10_DECals-dataset-06365,1,1,0.8333
Galaxy10_DECals-dataset-04866,1,1,0.6
Galaxy10_DECals-dataset-01516,0,2,0.4
Galaxy10_DECals-dataset-16289,3,0,0.3333
Galaxy10_DECals-dataset-08588,2,2,0.8
Galaxy10_DECals-dataset-07393,1,1,0.7
Galaxy10_DECals-dataset-16825,3,3,0.7667
Galaxy10_DECals-dataset-12777,2,2,0.5667
Galaxy10_DECals-dataset-05283,1,1,0.8333
Galaxy10_DECals-dataset-05328,1,1,0.4
Galaxy10_DECals-dataset-06173,1,1,0.8
Galaxy10_DECals-dataset-15570,3,3,0.8
Galaxy10_DECals-dataset-12072,2,1,0.7
Galaxy10_DECals-dataset-13158,2,2,0.5667
Galaxy10_DECals-dataset-17675,3,3,0.5
Galaxy10_DECals-dataset-11011,2,2,0.8333
Galaxy10_DECals-dataset-13471,2,2,0.7667
Galaxy10_DECals-dataset-05648,1,1,0.8333
Galaxy10_DECals-dataset-09173,2,2,0.4667
Galaxy10_DECals-dataset-02371,0,2,0.3667
Galaxy10_DECals-dataset-01115,0,0,0.5
Galaxy10_DECals-dataset-04230,1,0,0.5
Galaxy10_DECals-dataset-09764,2,2,0.5333
Galaxy10_DECals-dataset-02648,0,0,0.4333
Galaxy10_DECals-dataset-06670,1,1,0.7333
Galaxy10_DECals-dataset-12334,2,2,0.8667
Galaxy10_DECals-dataset-12587,2,2,0.7333
Galaxy10_DECals-dataset-09977,2,2,0.4
Galaxy10_DECals-dataset-14797,3,3,0.3667
Galaxy10_DECals-dataset-03998,1,1,1.0
Galaxy10_DECals-dataset-00510,0,2,0.5333
Galaxy10_DECals-dataset-09553,2,1,0.3333
Galaxy10_DECals-dataset-16793,3,3,0.6667
Galaxy10_DECals-dataset-09220,2,2,0.6
Galaxy10_DECals-dataset-03969,1,1,0.7333
Galaxy10_DECals-dataset-14468,3,3,0.8667
Galaxy10_DECals-dataset-17151,3,3,0.6
Galaxy10_DECals-dataset-13054,2,2,0.5667
Galaxy10_DECals-dataset-04521,1,1,0.8333
Galaxy10_DECals-dataset-00880,0,3,0.4333
Galaxy10_DECals-dataset-12330,2,1,0.7
Galaxy10_DECals-dataset-09405,2,2,0.8
Galaxy10_DECals-dataset-01409,0,2,0.5333
Galaxy10_DECals-dataset-06449,1,1,0.8
Galaxy10_DECals-dataset-05427,1,2,0.7333
Galaxy10_DECals-dataset-17654,3,3,0.8
Galaxy10_DECals-dataset-15521,3,3,0.4
Galaxy10_DECals-dataset-09503,2,2,1.0
Galaxy10_DECals-dataset-15234,3,0,0.4333
Galaxy10_DECals-dataset-02368,0,2,0.4667
Galaxy10_DECals-dataset-11508,2,2,0.7
Galaxy10_DECals-dataset-15333,3,3,0.8
Galaxy10_DECals-dataset-15261,3,3,0.6333
Galaxy10_DECals-dataset-01643,0,0,0.4667
Galaxy10_DECals-dataset-08263,2,2,0.8667
Galaxy10_DECals-dataset-16641,3,3,0.5667
Galaxy10_DECals-dataset-17138,3,3,0.5
Galaxy10_DECals-dataset-12915,2,1,0.3333
Galaxy10_DECals-dataset-10358,2,2,0.6333
Galaxy10_DECals-dataset-13372,2,2,0.8333
Galaxy10_DECals-dataset-10209,2,2,0.5333
Galaxy10_DECals-dataset-11069,2,2,0.7333
Galaxy10_DECals-dataset-15561,3,2,0.3667
Galaxy10_DECals-dataset-07174,1,1,0.5
Galaxy10_DECals-dataset-01291,0,0,0.3333
Galaxy10_DECals-dataset-17308,3,2,0.3333
Galaxy10_DECals-dataset-10350,2,2,0.8333
Galaxy10_DECals-dataset-15982,3,3,0.5333
Galaxy10_DECals-dataset-12238,2,1,0.6333
Galaxy10_DECals-dataset-07006,1,1,0.4667
Galaxy10_DECals-dataset-03375,1,1,0.6333
Galaxy10_DECals-dataset-01799,0,0,0.3667
Galaxy10_DECals-dataset-04950,1,2,0.5333
Galaxy10_DECals-dataset-05841,1,1,0.7
Galaxy10_DECals-dataset-00625,0,2,0.8667
Galaxy10_DECals-dataset-15794,3,3,0.8667
Galaxy10_DECals-dataset-06802,1,1,0.8667
Galaxy10_DECals-dataset-11238,2,1,0.3
Galaxy10_DECals-dataset-04314,1,1,0.7
Galaxy10_DECals-dataset-12813,2,2,0.8
Galaxy10_DECals-dataset-12591,2,1,0.5
Galaxy10_DECals-dataset-09508,2,2,0.9
Galaxy10_DECals-dataset-10484,2,2,0.6
Galaxy10_DECals-dataset-15987,3,2,0.6333
Galaxy10_DECals-dataset-12147,2,2,0.7
Galaxy10_DECals-dataset-15798,3,3,0.9
Galaxy10_DECals-dataset-17345,3,3,0.5
Galaxy10_DECals-dataset-14357,2,2,0.7667
Galaxy10_DECals-dataset-11949,2,2,0.6333
Galaxy10_DECals-dataset-13476,2,2,0.7667
Galaxy10_DECals-dataset-06044,1,1,0.6667
Galaxy10_DECals-dataset-00760,0,2,0.5667
Galaxy10_DECals-dataset-06922,1,0,0.4
Galaxy10_DECals-dataset-12654,2,2,0.6
Galaxy10_DECals-dataset-00616,0,2,0.8333
Galaxy10_DECals-dataset-01458,0,0,0.3667
Galaxy10_DECals-dataset-06023,1,1,0.6667
Galaxy10_DECals-dataset-13402,2,2,0.7667
Galaxy10_DECals-dataset-04505,1,1,0.8667
Galaxy10_DECals-dataset-10642,2,2,0.5333
Galaxy10_DECals-dataset-07341,1,1,0.5
Galaxy10_DECals-dataset-04452,1,1,0.6667
Galaxy10_DECals-dataset-01327,0,2,0.5
Galaxy10_DECals-dataset-08879,2,2,0.5333
Galaxy10_DECals-dataset-03340,1,1,0.9667
Galaxy10_DECals-dataset-01445,0,0,0.4
Galaxy10_DECals-dataset-09666,2,2,0.8333
Galaxy10_DECals-dataset-09629,2,2,0.4667
Galaxy10_DECals-dataset-08609,2,2,0.3667
Galaxy10_DECals-dataset-14595,3,2,0.3333
Galaxy10_DECals-dataset-01768,0,0,0.4333
Galaxy10_DECals-dataset-15326,3,3,0.3667
Galaxy10_DECals-dataset-16372,3,3,0.8
Galaxy10_DECals-dataset-13212,2,3,0.4333
Galaxy10_DECals-dataset-12860,2,2,0.8
Galaxy10_DECals-dataset-06332,1,1,0.7
Galaxy10_DECals-dataset-14971,3,0,0.3933
Galaxy10_DECals-dataset-05735,1,1,0.45
Galaxy10_DECals-dataset-05739,1,1,0.8333
Galaxy10_DECals-dataset-08410,2,2,0.7
Galaxy10_DECals-dataset-04147,1,1,0.7
Galaxy10_DECals-dataset-12696,2,2,0.5
Galaxy10_DECals-dataset-04684,1,1,0.5333
Galaxy10_DECals-dataset-16023,3,3,0.8
Galaxy10_DECals-dataset-03873,1,1,0.9
Galaxy10_DECals-dataset-15156,3,3,0.5333
Galaxy10_DECals-dataset-05544,1,1,0.6222
Galaxy10_DECals-dataset-11660,2,1,0.5667
Galaxy10_DECals-dataset-08652,2,2,0.6333
Galaxy10_DECals-dataset-05620,1,1,0.7667
Galaxy10_DECals-dataset-16851,3,0,0.4
Galaxy10_DECals-dataset-13499,2,2,0.6333
Galaxy10_DECals-dataset-16581,3,3,0.6333
Galaxy10_DECals-dataset-12465,2,1,0.8667
Galaxy10_DECals-dataset-07205,1,1,0.8667
Galaxy10_DECals-dataset-12595,2,2,0.7333
Galaxy10_DECals-dataset-05027,1,1,0.9667
Galaxy10_DECals-dataset-17171,3,3,0.6333
Galaxy10_DECals-dataset-03919,1,1,0.6667
Galaxy10_DECals-dataset-13856,2,2,0.7889
Galaxy10_DECals-dataset-06541,1,0,0.3333
Galaxy10_DECals-dataset-07265,1,1,0.8333
Galaxy10_DECals-dataset-10818,2,2,0.8
Galaxy10_DECals-dataset-13206,2,2,0.7667
Galaxy10_DECals-dataset-00036,0,2,0.6111
Galaxy10_DECals-dataset-13898,2,2,0.4667
Galaxy10_DECals-dataset-03755,1,1,0.9667
Galaxy10_DECals-dataset-05791,1,1,0.3333
Galaxy10_DECals-dataset-03148,1,1,0.5667
Galaxy10_DECals-dataset-04045,1,2,0.3333
Galaxy10_DECals-dataset-00467,0,2,0.5667
Galaxy10_DECals-dataset-16284,3,3,0.5333
Galaxy10_DECals-dataset-05095,1,1,0.4
Galaxy10_DECals-dataset-03152,1,1,0.4667
Galaxy10_DECals-dataset-13660,2,2,0.6333
Galaxy10_DECals-dataset-02822,0,0,0.5
Galaxy10_DECals-dataset-14124,2,0,0.3667
Galaxy10_DECals-dataset-04093,1,1,0.5667
Galaxy10_DECals-dataset-16299,3,3,0.5667
Galaxy10_DECals-dataset-08720,2,2,0.8667
Galaxy10_DECals-dataset-06881,1,1,0.6333
Galaxy10_DECals-dataset-05714,1,1,0.9333
Galaxy10_DECals-dataset-06383,1,1,0.7667
Galaxy10_DECals-dataset-11965,2,2,0.5667
Galaxy10_DECals-dataset-10443,2,2,0.9
Galaxy10_DECals-dataset-13009,2,2,0.8333
Galaxy10_DECals-dataset-12535,2,3,0.4667
Galaxy10_DECals-dataset-17258,3,3,0.4667
Galaxy10_DECals-dataset-01038,0,2,0.3667
Galaxy10_DECals-dataset-14025,2,2,0.9
Galaxy10_DECals-dataset-13391,2,1,0.3667
Galaxy10_DECals-dataset-04571,1,1,0.875
Galaxy10_DECals-dataset-00531,0,1,0.7667
Galaxy10_DECals-dataset-08268,2,2,0.6333
Galaxy10_DECals-dataset-03370,1,1,0.5333
Galaxy10_DECals-dataset-00372,0,2,0.4667
Galaxy10_DECals-dataset-15288,3,3,0.6333
Galaxy10_DECals-dataset-13230,2,2,0.5333
Galaxy10_DECals-dataset-14770,3,3,0.5667
Galaxy10_DECals-dataset-03735,1,1,0.8333
Galaxy10_DECals-dataset-17233,3,3,0.7333
