FILENAME,CLASS,LABEL,SCORE
Galaxy10_DECals-dataset-02539,1,7,0.2667
Galaxy10_DECals-dataset-10375,6,5,0.2333
Galaxy10_DECals-dataset-01119,1,1,0.2333
Galaxy10_DECals-dataset-00111,0,3,0.3
Galaxy10_DECals-dataset-03210,2,2,0.4667
Galaxy10_DECals-dataset-13996,7,3,0.4667
Galaxy10_DECals-dataset-15176,8,8,0.7667
Galaxy10_DECals-dataset-13453,7,1,0.6
Galaxy10_DECals-dataset-17306,9,8,0.7333
Galaxy10_DECals-dataset-10862,6,6,0.3
Galaxy10_DECals-dataset-17261,9,9,0.4
Galaxy10_DECals-dataset-08467,5,7,0.4
Galaxy10_DECals-dataset-00128,0,7,0.3
Galaxy10_DECals-dataset-07776,4,9,0.4
Galaxy10_DECals-dataset-15482,8,2,0.3667
Galaxy10_DECals-dataset-14991,8,8,0.6
Galaxy10_DECals-dataset-06737,3,3,0.7
Galaxy10_DECals-dataset-00087,0,9,0.4333
Galaxy10_DECals-dataset-10221,6,7,0.3
Galaxy10_DECals-dataset-05700,3,3,0.3667
Galaxy10_DECals-dataset-14686,8,9,0.3667
Galaxy10_DECals-dataset-13789,7,0,0.2333
Galaxy10_DECals-dataset-16452,9,9,0.5
Galaxy10_DECals-dataset-05877,3,3,0.4667
Galaxy10_DECals-dataset-11343,6,6,0.4333
Galaxy10_DECals-dataset-11786,6,2,0.3333
Galaxy10_DECals-dataset-04522,2,2,0.4
Galaxy10_DECals-dataset-02847,1,1,0.5333
Galaxy10_DECals-dataset-16642,9,2,0.2
Galaxy10_DECals-dataset-16138,9,9,0.6333
Galaxy10_DECals-dataset-14282,7,6,0.3667
Galaxy10_DECals-dataset-14463,8,9,0.2667
Galaxy10_DECals-dataset-09289,5,2,0.2333
Galaxy10_DECals-dataset-15911,9,6,0.3667
Galaxy10_DECals-dataset-08362,5,6,0.3667
Galaxy10_DECals-dataset-02401,1,7,0.2667
Galaxy10_DECals-dataset-10196,6,5,0.4667
Galaxy10_DECals-dataset-01792,1,1,0.4
Galaxy10_DECals-dataset-16097,9,9,0.7667
Galaxy10_DECals-dataset-10894,6,5,0.3667
Galaxy10_DECals-dataset-10055,6,6,0.2333
Galaxy10_DECals-dataset-01229,1,1,0.3
Galaxy10_DECals-dataset-00824,0,5,0.2667
Galaxy10_DECals-dataset-13420,7,6,0.2667
Galaxy10_DECals-dataset-09526,5,1,0.2667
Galaxy10_DECals-dataset-13039,7,7,0.5333
Galaxy10_DECals-dataset-14833,8,9,0.3667
Galaxy10_DECals-dataset-14822,8,8,0.3333
Galaxy10_DECals-dataset-07175,3,3,0.6
Galaxy10_DECals-dataset-08819,5,5,0.6
Galaxy10_DECals-dataset-02211,1,1,0.3667
Galaxy10_DECals-dataset-15484,8,9,0.2333
Galaxy10_DECals-dataset-04167,2,2,0.8667
Galaxy10_DECals-dataset-15977,9,9,0.6
Galaxy10_DECals-dataset-11605,6,7,0.4
Galaxy10_DECals-dataset-03599,2,7,0.2667
Galaxy10_DECals-dataset-14082,7,9,0.2667
Galaxy10_DECals-dataset-03579,2,2,0.6667
Galaxy10_DECals-dataset-07486,3,3,0.4
Galaxy10_DECals-dataset-12717,7,7,0.4667
Galaxy10_DECals-dataset-02505,1,1,0.2667
Galaxy10_DECals-dataset-12448,7,5,0.3667
Galaxy10_DECals-dataset-11667,6,7,0.3667
Galaxy10_DECals-dataset-03203,2,2,0.6
Galaxy10_DECals-dataset-13091,7,7,0.4333
Galaxy10_DECals-dataset-01195,1,1,0.3
Galaxy10_DECals-dataset-08054,5,2,0.2333
Galaxy10_DECals-dataset-04834,2,2,0.7
Galaxy10_DECals-dataset-10356,6,7,0.4333
Galaxy10_DECals-dataset-06239,3,3,0.4667
Galaxy10_DECals-dataset-09075,5,6,0.3
Galaxy10_DECals-dataset-02573,1,2,0.2
Galaxy10_DECals-dataset-00632,0,3,0.3
Galaxy10_DECals-dataset-03453,2,2,1.0
Galaxy10_DECals-dataset-04887,2,2,0.8
Galaxy10_DECals-dataset-01236,1,1,0.3
Galaxy10_DECals-dataset-00258,0,8,0.2333
Galaxy10_DECals-dataset-04185,2,2,0.9
Galaxy10_DECals-dataset-09921,5,5,0.4667
Galaxy10_DECals-dataset-04058,2,2,0.9
Galaxy10_DECals-dataset-08883,5,5,0.3333
Galaxy10_DECals-dataset-08754,5,7,0.4333
Galaxy10_DECals-dataset-12478,7,2,0.2667
Galaxy10_DECals-dataset-00161,0,5,0.2
Galaxy10_DECals-dataset-15772,8,1,0.3
Galaxy10_DECals-dataset-06773,3,3,0.3333
Galaxy10_DECals-dataset-07535,3,6,0.5333
Galaxy10_DECals-dataset-12046,7,5,0.35
Galaxy10_DECals-dataset-03134,2,2,0.9
Galaxy10_DECals-dataset-08720,5,6,0.6333
Galaxy10_DECals-dataset-08849,5,5,0.2333
Galaxy10_DECals-dataset-13321,7,7,0.5333
Galaxy10_DECals-dataset-12044,7,9,0.3
Galaxy10_DECals-dataset-01826,1,3,0.3
Galaxy10_DECals-dataset-00690,0,7,0.3
Galaxy10_DECals-dataset-02672,1,3,0.3
Galaxy10_DECals-dataset-00387,0,5,0.2333
Galaxy10_DECals-dataset-08886,5,6,0.3333
Galaxy10_DECals-dataset-16814,9,7,0.2667
Galaxy10_DECals-dataset-07784,4,9,0.3333
Galaxy10_DECals-dataset-16297,9,8,0.4333
Galaxy10_DECals-dataset-14959,8,9,0.4333
Galaxy10_DECals-dataset-17356,9,0,0.3
Galaxy10_DECals-dataset-10782,6,2,0.2
Galaxy10_DECals-dataset-10947,6,6,0.3333
Galaxy10_DECals-dataset-07189,3,3,0.4
Galaxy10_DECals-dataset-00868,0,7,0.3333
Galaxy10_DECals-dataset-01630,1,1,0.3
Galaxy10_DECals-dataset-04465,2,2,0.7333
Galaxy10_DECals-dataset-02832,1,7,0.3333
Galaxy10_DECals-dataset-13458,7,7,0.5667
Galaxy10_DECals-dataset-03628,2,2,0.3667
Galaxy10_DECals-dataset-00303,0,2,0.2333
Galaxy10_DECals-dataset-12404,7,6,0.3667
Galaxy10_DECals-dataset-02734,1,7,0.3
Galaxy10_DECals-dataset-07527,3,3,0.3333
Galaxy10_DECals-dataset-09429,5,5,0.4
Galaxy10_DECals-dataset-09776,5,7,0.4
Galaxy10_DECals-dataset-12937,7,6,0.3333
Galaxy10_DECals-dataset-02249,1,1,0.2333
Galaxy10_DECals-dataset-13904,7,7,0.4667
Galaxy10_DECals-dataset-01197,1,3,0.2333
Galaxy10_DECals-dataset-15474,8,8,0.6333
Galaxy10_DECals-dataset-08206,5,7,0.3667
Galaxy10_DECals-dataset-12370,7,2,0.8333
Galaxy10_DECals-dataset-06185,3,3,0.2833
Galaxy10_DECals-dataset-00921,0,2,0.9
Galaxy10_DECals-dataset-14266,7,6,0.3333
Galaxy10_DECals-dataset-08917,5,5,0.4333
Galaxy10_DECals-dataset-17080,9,9,0.8333
Galaxy10_DECals-dataset-03271,2,2,0.6333
Galaxy10_DECals-dataset-04395,2,2,0.8667
Galaxy10_DECals-dataset-14055,7,3,0.2333
Galaxy10_DECals-dataset-03769,2,2,0.7
Galaxy10_DECals-dataset-09610,5,6,0.3333
Galaxy10_DECals-dataset-03486,2,2,0.5667
Galaxy10_DECals-dataset-10377,6,5,0.3667
Galaxy10_DECals-dataset-15690,8,8,0.6333
Galaxy10_DECals-dataset-00130,0,9,0.4
Galaxy10_DECals-dataset-10655,6,5,0.3
Galaxy10_DECals-dataset-08688,5,7,0.3333
Galaxy10_DECals-dataset-08752,5,6,0.6667
Galaxy10_DECals-dataset-15846,8,9,0.4
Galaxy10_DECals-dataset-04093,2,2,0.4
Galaxy10_DECals-dataset-11982,7,7,0.3
Galaxy10_DECals-dataset-13224,7,7,0.2619
Galaxy10_DECals-dataset-12888,7,7,0.3667
Galaxy10_DECals-dataset-14533,8,9,0.3333
Galaxy10_DECals-dataset-15436,8,8,0.4667
Galaxy10_DECals-dataset-07683,4,9,0.3667
Galaxy10_DECals-dataset-02245,1,8,0.2667
Galaxy10_DECals-dataset-03095,2,2,0.6333
Galaxy10_DECals-dataset-07205,3,3,0.6667
Galaxy10_DECals-dataset-15521,8,8,0.2333
Galaxy10_DECals-dataset-16157,9,9,0.4333
Galaxy10_DECals-dataset-00085,0,8,0.2667
Galaxy10_DECals-dataset-13463,7,7,0.4333
Galaxy10_DECals-dataset-14464,8,8,0.2333
Galaxy10_DECals-dataset-06587,3,3,0.7333
Galaxy10_DECals-dataset-04113,2,2,0.5
Galaxy10_DECals-dataset-02784,1,1,0.4667
Galaxy10_DECals-dataset-09286,5,7,0.4667
Galaxy10_DECals-dataset-14809,8,9,0.4667
Galaxy10_DECals-dataset-04975,2,2,0.3333
Galaxy10_DECals-dataset-10796,6,5,0.3
Galaxy10_DECals-dataset-08782,5,5,0.3333
Galaxy10_DECals-dataset-15990,9,9,0.2667
Galaxy10_DECals-dataset-02507,1,7,0.2333
Galaxy10_DECals-dataset-08550,5,5,0.3667
Galaxy10_DECals-dataset-15332,8,1,0.2
Galaxy10_DECals-dataset-03474,2,2,0.5333
Galaxy10_DECals-dataset-02103,1,1,0.3333
Galaxy10_DECals-dataset-12425,7,0,0.2333
Galaxy10_DECals-dataset-03754,2,2,0.9
Galaxy10_DECals-dataset-10298,6,6,0.2667
Galaxy10_DECals-dataset-01852,1,1,0.2667
Galaxy10_DECals-dataset-13115,7,5,0.4
Galaxy10_DECals-dataset-08671,5,9,0.2667
Galaxy10_DECals-dataset-04381,2,2,0.9
Galaxy10_DECals-dataset-15804,8,7,0.2667
Galaxy10_DECals-dataset-11275,6,6,0.4
Galaxy10_DECals-dataset-17103,9,9,0.6667
Galaxy10_DECals-dataset-13627,7,1,0.2333
Galaxy10_DECals-dataset-12816,7,7,0.4
Galaxy10_DECals-dataset-08250,5,7,0.3
Galaxy10_DECals-dataset-12849,7,7,0.2333
Galaxy10_DECals-dataset-16387,9,2,0.6
Galaxy10_DECals-dataset-07158,3,3,0.3
Galaxy10_DECals-dataset-00297,0,3,0.3667
Galaxy10_DECals-dataset-02056,1,1,0.3333
Galaxy10_DECals-dataset-15614,8,9,0.2
Galaxy10_DECals-dataset-02029,1,5,0.3333
Galaxy10_DECals-dataset-07142,3,3,0.6667
Galaxy10_DECals-dataset-16028,9,9,0.2667
Galaxy10_DECals-dataset-10949,6,6,0.5333
Galaxy10_DECals-dataset-09974,5,0,0.2
Galaxy10_DECals-dataset-15788,8,1,0.2333
Galaxy10_DECals-dataset-01044,0,7,0.2667
Galaxy10_DECals-dataset-05962,3,3,0.4
Galaxy10_DECals-dataset-16238,9,0,0.2
Galaxy10_DECals-dataset-07054,3,7,0.3333
Galaxy10_DECals-dataset-09603,5,7,0.2333
Galaxy10_DECals-dataset-08177,5,7,0.2667
Galaxy10_DECals-dataset-17057,9,9,0.6667
Galaxy10_DECals-dataset-06217,3,3,0.3667
Galaxy10_DECals-dataset-13487,7,1,0.3
Galaxy10_DECals-dataset-01606,1,1,0.4333
Galaxy10_DECals-dataset-09488,5,1,0.2
Galaxy10_DECals-dataset-08127,5,1,0.2333
Galaxy10_DECals-dataset-02143,1,1,0.4444
Galaxy10_DECals-dataset-13228,7,7,0.2
Galaxy10_DECals-dataset-14454,8,8,0.4
Galaxy10_DECals-dataset-12127,7,7,0.2667
Galaxy10_DECals-dataset-13650,7,2,0.2667
Galaxy10_DECals-dataset-07043,3,3,0.4667
Galaxy10_DECals-dataset-01092,1,1,0.2667
Galaxy10_DECals-dataset-16186,9,5,0.2667
Galaxy10_DECals-dataset-02005,1,1,0.3
Galaxy10_DECals-dataset-07627,4,9,0.3
Galaxy10_DECals-dataset-15749,8,8,0.3333
Galaxy10_DECals-dataset-05892,3,3,0.3
Galaxy10_DECals-dataset-14949,8,8,0.4
Galaxy10_DECals-dataset-10260,6,5,0.2333
Galaxy10_DECals-dataset-16724,9,9,0.6333
Galaxy10_DECals-dataset-16580,9,3,0.2667
Galaxy10_DECals-dataset-03233,2,6,0.4333
Galaxy10_DECals-dataset-02182,1,5,0.4
Galaxy10_DECals-dataset-09891,5,6,0.5
Galaxy10_DECals-dataset-10020,6,5,0.3
Galaxy10_DECals-dataset-06933,3,3,0.7667
Galaxy10_DECals-dataset-01773,1,8,0.3
Galaxy10_DECals-dataset-08667,5,7,0.2
Galaxy10_DECals-dataset-03334,2,2,0.8333
Galaxy10_DECals-dataset-06455,3,3,0.2667
Galaxy10_DECals-dataset-06887,3,3,0.7667
Galaxy10_DECals-dataset-06358,3,3,0.3
Galaxy10_DECals-dataset-08274,5,5,0.5333
Galaxy10_DECals-dataset-03214,2,2,0.8667
Galaxy10_DECals-dataset-07028,3,3,0.8
Galaxy10_DECals-dataset-10355,6,7,0.3667
Galaxy10_DECals-dataset-13657,7,3,0.2667
Galaxy10_DECals-dataset-11817,7,7,0.4
Galaxy10_DECals-dataset-12798,7,5,0.2
Galaxy10_DECals-dataset-09761,5,7,0.4333
Galaxy10_DECals-dataset-17094,9,9,0.6
Galaxy10_DECals-dataset-09368,5,5,0.3333
Galaxy10_DECals-dataset-17315,9,8,0.3333
Galaxy10_DECals-dataset-04193,2,2,1.0
Galaxy10_DECals-dataset-06186,3,6,0.2667
Galaxy10_DECals-dataset-11348,6,6,0.3667
Galaxy10_DECals-dataset-10515,6,6,0.5
Galaxy10_DECals-dataset-01306,1,5,0.2667
Galaxy10_DECals-dataset-00778,0,7,0.7
Galaxy10_DECals-dataset-04959,2,2,0.8667
Galaxy10_DECals-dataset-13707,7,7,0.4667
Galaxy10_DECals-dataset-04609,2,2,0.9333
Galaxy10_DECals-dataset-11166,6,5,0.3
Galaxy10_DECals-dataset-03862,2,2,0.4333
Galaxy10_DECals-dataset-03010,2,2,0.8
Galaxy10_DECals-dataset-01632,1,1,0.3
Galaxy10_DECals-dataset-09317,5,5,0.2
Galaxy10_DECals-dataset-05007,2,1,0.4333
Galaxy10_DECals-dataset-16013,9,1,0.3333
Galaxy10_DECals-dataset-12228,7,5,0.3
Galaxy10_DECals-dataset-16702,9,9,0.7333
Galaxy10_DECals-dataset-16651,9,9,0.3333
Galaxy10_DECals-dataset-09592,5,5,0.4
Galaxy10_DECals-dataset-01913,1,1,0.2333
Galaxy10_DECals-dataset-09211,5,5,0.5667
Galaxy10_DECals-dataset-08940,5,5,0.2667
Galaxy10_DECals-dataset-05912,3,3,0.6
Galaxy10_DECals-dataset-04374,2,2,0.3333
Galaxy10_DECals-dataset-06951,3,3,0.6333
Galaxy10_DECals-dataset-12402,7,7,0.3
Galaxy10_DECals-dataset-07578,3,3,0.5
Galaxy10_DECals-dataset-05906,3,2,0.2
Galaxy10_DECals-dataset-12694,7,6,0.3
Galaxy10_DECals-dataset-05757,3,3,0.2
Galaxy10_DECals-dataset-14867,8,8,0.4667
Galaxy10_DECals-dataset-16897,9,9,0.4667
Galaxy10_DECals-dataset-04978,2,2,0.7667
Galaxy10_DECals-dataset-14681,8,8,0.3
Galaxy10_DECals-dataset-08893,5,6,0.3
Galaxy10_DECals-dataset-05749,3,3,0.5333
Galaxy10_DECals-dataset-15449,8,9,0.3333
Galaxy10_DECals-dataset-06935,3,3,0.6333
Galaxy10_DECals-dataset-16109,9,7,0.2667
Galaxy10_DECals-dataset-11862,7,6,0.5667
Galaxy10_DECals-dataset-12859,7,7,0.2667
Galaxy10_DECals-dataset-03648,2,2,0.5
Galaxy10_DECals-dataset-15464,8,1,0.3
Galaxy10_DECals-dataset-06834,3,3,0.4667
Galaxy10_DECals-dataset-05650,3,3,0.6667
Galaxy10_DECals-dataset-03979,2,2,0.7667
Galaxy10_DECals-dataset-07878,4,9,0.3667
Galaxy10_DECals-dataset-09956,5,6,0.3333
Galaxy10_DECals-dataset-01339,1,2,0.3333
Galaxy10_DECals-dataset-11109,6,5,0.3
Galaxy10_DECals-dataset-04576,2,2,0.9667
Galaxy10_DECals-dataset-03521,2,2,0.9333
Galaxy10_DECals-dataset-03987,2,2,0.6667
Galaxy10_DECals-dataset-03415,2,2,0.7667
Galaxy10_DECals-dataset-00770,0,7,0.4333
Galaxy10_DECals-dataset-05254,2,7,0.2333
Galaxy10_DECals-dataset-04977,2,2,0.3
Galaxy10_DECals-dataset-13106,7,3,0.4083
Galaxy10_DECals-dataset-01849,1,5,0.2667
Galaxy10_DECals-dataset-08496,5,9,0.2667
Galaxy10_DECals-dataset-06744,3,3,0.6
Galaxy10_DECals-dataset-11386,6,5,0.4
Galaxy10_DECals-dataset-07323,3,3,0.6667
Galaxy10_DECals-dataset-10670,6,6,0.4333
Galaxy10_DECals-dataset-15674,8,8,0.6
Galaxy10_DECals-dataset-08400,5,9,0.5333
Galaxy10_DECals-dataset-11693,6,3,0.2333
Galaxy10_DECals-dataset-14947,8,8,0.5333
Galaxy10_DECals-dataset-16483,9,4,0.3667
Galaxy10_DECals-dataset-01112,1,1,0.4667
Galaxy10_DECals-dataset-10498,6,7,0.3333
Galaxy10_DECals-dataset-04040,2,1,0.2333
Galaxy10_DECals-dataset-00997,0,5,0.2333
Galaxy10_DECals-dataset-15137,8,9,0.6
Galaxy10_DECals-dataset-11217,6,1,0.2333
Galaxy10_DECals-dataset-00815,0,3,0.3333
Galaxy10_DECals-dataset-12770,7,6,0.2667
Galaxy10_DECals-dataset-04948,2,2,0.4333
Galaxy10_DECals-dataset-14183,7,7,0.5333
Galaxy10_DECals-dataset-16736,9,9,0.6
Galaxy10_DECals-dataset-10094,6,2,0.2667
Galaxy10_DECals-dataset-13717,7,7,0.4
Galaxy10_DECals-dataset-08925,5,7,0.2333
Galaxy10_DECals-dataset-02459,1,1,0.4
Galaxy10_DECals-dataset-07136,3,3,0.5333
Galaxy10_DECals-dataset-04114,2,2,0.6667
Galaxy10_DECals-dataset-14144,7,7,0.4667
Galaxy10_DECals-dataset-07491,3,3,0.6
Galaxy10_DECals-dataset-04962,2,2,0.9333
Galaxy10_DECals-dataset-07500,3,3,0.5333
Galaxy10_DECals-dataset-05942,3,3,0.2
Galaxy10_DECals-dataset-01167,1,1,0.3
Galaxy10_DECals-dataset-13361,7,0,0.6667
Galaxy10_DECals-dataset-07129,3,3,0.4333
Galaxy10_DECals-dataset-03259,2,2,0.3667
Galaxy10_DECals-dataset-08200,5,7,0.3667
Galaxy10_DECals-dataset-10042,6,6,0.2333
Galaxy10_DECals-dataset-03112,2,2,0.6333
Galaxy10_DECals-dataset-07682,4,9,0.2667
Galaxy10_DECals-dataset-10968,6,5,0.2333
Galaxy10_DECals-dataset-09357,5,6,0.3333
Galaxy10_DECals-dataset-11453,6,6,0.3333
Galaxy10_DECals-dataset-08497,5,3,0.2
Galaxy10_DECals-dataset-03951,2,2,0.6
Galaxy10_DECals-dataset-07731,4,7,0.3333
Galaxy10_DECals-dataset-02124,1,1,0.4667
Galaxy10_DECals-dataset-03836,2,2,0.5667
Galaxy10_DECals-dataset-02695,1,1,0.5333
Galaxy10_DECals-dataset-07816,4,4,0.1667
Galaxy10_DECals-dataset-06084,3,3,0.5667
Galaxy10_DECals-dataset-14202,7,7,0.5
Galaxy10_DECals-dataset-09607,5,5,0.2667
Galaxy10_DECals-dataset-15928,9,8,0.4333
Galaxy10_DECals-dataset-06167,3,3,0.5
Galaxy10_DECals-dataset-07320,3,3,0.7
Galaxy10_DECals-dataset-06176,3,3,0.4667
Galaxy10_DECals-dataset-11731,6,6,0.4333
Galaxy10_DECals-dataset-01057,0,7,0.3667
Galaxy10_DECals-dataset-15970,9,9,0.5333
Galaxy10_DECals-dataset-00207,0,7,0.1833
Galaxy10_DECals-dataset-13438,7,3,0.2
Galaxy10_DECals-dataset-00461,0,1,0.2333
Galaxy10_DECals-dataset-12948,7,7,0.2333
Galaxy10_DECals-dataset-04493,2,2,0.5667
Galaxy10_DECals-dataset-00971,0,3,0.3667
Galaxy10_DECals-dataset-17535,9,9,0.4
Galaxy10_DECals-dataset-09616,5,1,0.3333
Galaxy10_DECals-dataset-14877,8,8,0.3333
Galaxy10_DECals-dataset-08762,5,5,0.4333
Galaxy10_DECals-dataset-15758,8,9,0.3333
Galaxy10_DECals-dataset-10299,6,7,0.3
Galaxy10_DECals-dataset-14868,8,8,0.5667
Galaxy10_DECals-dataset-16293,9,9,0.5333
Galaxy10_DECals-dataset-09106,5,5,0.4333
Galaxy10_DECals-dataset-05252,2,2,0.9
Galaxy10_DECals-dataset-01756,1,2,0.3
Galaxy10_DECals-dataset-11446,6,6,0.5667
Galaxy10_DECals-dataset-12634,7,7,0.6
Galaxy10_DECals-dataset-09557,5,5,0.3
Galaxy10_DECals-dataset-12976,7,6,0.3
Galaxy10_DECals-dataset-15899,9,8,0.3
Galaxy10_DECals-dataset-11439,6,6,0.2667
Galaxy10_DECals-dataset-07395,3,3,0.5778
Galaxy10_DECals-dataset-04684,2,2,0.4333
Galaxy10_DECals-dataset-14994,8,8,0.6667
Galaxy10_DECals-dataset-06680,3,3,0.8333
Galaxy10_DECals-dataset-05452,2,2,0.6667
Galaxy10_DECals-dataset-14935,8,8,0.4333
Galaxy10_DECals-dataset-01121,1,7,0.4333
Galaxy10_DECals-dataset-09869,5,1,0.5667
Galaxy10_DECals-dataset-06423,3,3,0.3333
Galaxy10_DECals-dataset-07863,4,9,0.4667
Galaxy10_DECals-dataset-07921,4,7,0.3
Galaxy10_DECals-dataset-13714,7,7,0.3333
Galaxy10_DECals-dataset-02752,1,1,0.6
Galaxy10_DECals-dataset-03592,2,2,0.5
Galaxy10_DECals-dataset-04407,2,2,0.3333
Galaxy10_DECals-dataset-01807,1,1,0.5667
Galaxy10_DECals-dataset-08320,5,5,0.7333
Galaxy10_DECals-dataset-12727,7,7,0.2667
Galaxy10_DECals-dataset-16198,9,9,0.6333
Galaxy10_DECals-dataset-14280,7,6,0.3083
Galaxy10_DECals-dataset-06271,3,3,0.5333
Galaxy10_DECals-dataset-01004,0,7,0.3667
Galaxy10_DECals-dataset-12465,7,2,0.3667
Galaxy10_DECals-dataset-00463,0,7,0.2667
Galaxy10_DECals-dataset-05420,2,2,0.6
Galaxy10_DECals-dataset-03370,2,2,0.3333
Galaxy10_DECals-dataset-00747,0,6,0.3
Galaxy10_DECals-dataset-13805,7,7,0.3
Galaxy10_DECals-dataset-13602,7,7,0.6333
Galaxy10_DECals-dataset-11106,6,1,0.2667
Galaxy10_DECals-dataset-07452,3,3,0.4667
Galaxy10_DECals-dataset-13433,7,1,0.2667
Galaxy10_DECals-dataset-10486,6,5,0.4667
Galaxy10_DECals-dataset-00406,0,7,0.3667
Galaxy10_DECals-dataset-14206,7,7,0.2667
Galaxy10_DECals-dataset-06541,3,7,0.2667
Galaxy10_DECals-dataset-11334,6,5,0.3333
Galaxy10_DECals-dataset-15971,9,9,0.4333
Galaxy10_DECals-dataset-14151,7,1,0.1667
Galaxy10_DECals-dataset-12417,7,0,0.1667
Galaxy10_DECals-dataset-11120,6,6,0.4667
Galaxy10_DECals-dataset-11162,6,7,0.2667
Galaxy10_DECals-dataset-09421,5,5,0.5
Galaxy10_DECals-dataset-03674,2,2,0.8333
Galaxy10_DECals-dataset-06001,3,3,0.4333
Galaxy10_DECals-dataset-13336,7,7,0.3333
Galaxy10_DECals-dataset-04593,2,2,0.9
Galaxy10_DECals-dataset-15264,8,9,0.2667
Galaxy10_DECals-dataset-04453,2,2,0.9
Galaxy10_DECals-dataset-08154,5,7,0.4333
Galaxy10_DECals-dataset-06787,3,3,0.6167
Galaxy10_DECals-dataset-15712,8,8,0.3333
Galaxy10_DECals-dataset-16962,9,9,0.6333
Galaxy10_DECals-dataset-08698,5,7,0.3
Galaxy10_DECals-dataset-05795,3,3,0.3
Galaxy10_DECals-dataset-03946,2,1,0.2667
Galaxy10_DECals-dataset-14415,7,7,0.3333
Galaxy10_DECals-dataset-07387,3,3,0.3667
Galaxy10_DECals-dataset-13679,7,7,0.3333
Galaxy10_DECals-dataset-12954,7,6,0.2667
Galaxy10_DECals-dataset-09340,5,5,0.3333
Galaxy10_DECals-dataset-05858,3,3,0.7
Galaxy10_DECals-dataset-13791,7,7,0.3
Galaxy10_DECals-dataset-03608,2,2,0.7667
Galaxy10_DECals-dataset-12777,7,7,0.4667
Galaxy10_DECals-dataset-03800,2,2,0.9667
Galaxy10_DECals-dataset-04844,2,6,0.3667
Galaxy10_DECals-dataset-07836,4,9,0.2667
Galaxy10_DECals-dataset-16232,9,9,0.6667
Galaxy10_DECals-dataset-16090,9,1,0.2333
Galaxy10_DECals-dataset-06624,3,3,0.3667
Galaxy10_DECals-dataset-09522,5,5,0.4
Galaxy10_DECals-dataset-12310,7,5,0.3333
Galaxy10_DECals-dataset-10045,6,6,0.3
Galaxy10_DECals-dataset-08643,5,5,0.4333
Galaxy10_DECals-dataset-13376,7,3,0.3667
Galaxy10_DECals-dataset-14390,7,2,0.3
Galaxy10_DECals-dataset-07360,3,3,0.4
Galaxy10_DECals-dataset-08254,5,5,0.3333
Galaxy10_DECals-dataset-01118,1,1,0.4333
Galaxy10_DECals-dataset-12393,7,6,0.4
Galaxy10_DECals-dataset-00609,0,7,0.8
Galaxy10_DECals-dataset-16569,9,9,0.6667
Galaxy10_DECals-dataset-02284,1,1,0.6
Galaxy10_DECals-dataset-12273,7,6,0.3333
Galaxy10_DECals-dataset-02698,1,1,0.3667
Galaxy10_DECals-dataset-17124,9,9,0.4667
Galaxy10_DECals-dataset-03200,2,2,0.7
Galaxy10_DECals-dataset-14631,8,8,0.2
Galaxy10_DECals-dataset-17724,9,7,0.3667
Galaxy10_DECals-dataset-04717,2,6,0.3
Galaxy10_DECals-dataset-17479,9,9,0.4333
Galaxy10_DECals-dataset-06430,3,3,0.3
Galaxy10_DECals-dataset-11272,6,6,0.6333
Galaxy10_DECals-dataset-16935,9,9,0.5333
Galaxy10_DECals-dataset-07915,4,3,0.1667
Galaxy10_DECals-dataset-10395,6,6,0.3667
Galaxy10_DECals-dataset-02495,1,8,0.4
Galaxy10_DECals-dataset-03510,2,2,0.8667
Galaxy10_DECals-dataset-01355,1,3,0.2333
Galaxy10_DECals-dataset-16785,9,9,0.4
Galaxy10_DECals-dataset-17713,9,1,0.2333
Galaxy10_DECals-dataset-10449,6,7,0.3333
Galaxy10_DECals-dataset-06644,3,3,0.5667
Galaxy10_DECals-dataset-04337,2,1,0.2
Galaxy10_DECals-dataset-14641,8,9,0.3
Galaxy10_DECals-dataset-04971,2,2,0.7667
Galaxy10_DECals-dataset-04780,2,2,0.4333
Galaxy10_DECals-dataset-16189,9,9,0.5667
Galaxy10_DECals-dataset-15232,8,8,0.8
Galaxy10_DECals-dataset-07525,3,3,0.2333
Galaxy10_DECals-dataset-06939,3,3,0.4333
Galaxy10_DECals-dataset-10589,6,5,0.2667
Galaxy10_DECals-dataset-04686,2,2,0.5333
Galaxy10_DECals-dataset-16154,9,9,0.5667
Galaxy10_DECals-dataset-14020,7,2,0.3333
Galaxy10_DECals-dataset-04665,2,2,0.4333
Galaxy10_DECals-dataset-04398,2,2,0.9
Galaxy10_DECals-dataset-10720,6,6,0.2333
Galaxy10_DECals-dataset-08724,5,7,0.4667
Galaxy10_DECals-dataset-04436,2,1,0.2333
Galaxy10_DECals-dataset-00989,0,6,0.2
Galaxy10_DECals-dataset-11739,6,6,0.3667
Galaxy10_DECals-dataset-05845,3,0,0.2667
Galaxy10_DECals-dataset-13869,7,7,0.3
Galaxy10_DECals-dataset-13313,7,7,0.3
Galaxy10_DECals-dataset-07902,4,4,0.1667
Galaxy10_DECals-dataset-10278,6,7,0.4667
Galaxy10_DECals-dataset-09777,5,5,0.3
Galaxy10_DECals-dataset-03037,2,2,0.6
Galaxy10_DECals-dataset-00654,0,9,0.3333
Galaxy10_DECals-dataset-07572,3,7,0.3
Galaxy10_DECals-dataset-01217,1,2,0.2667
