FILENAME,CLASS,LABEL
Galaxy10_DECals-dataset-09419,5,7
Galaxy10_DECals-dataset-09425,5,7
Galaxy10_DECals-dataset-09426,5,7
Galaxy10_DECals-dataset-09429,5,7
Galaxy10_DECals-dataset-09434,5,7
Galaxy10_DECals-dataset-09437,5,7
Galaxy10_DECals-dataset-09438,5,7
Galaxy10_DECals-dataset-09444,5,7
Galaxy10_DECals-dataset-09449,5,7
Galaxy10_DECals-dataset-09451,5,7
Galaxy10_DECals-dataset-09458,5,7
Galaxy10_DECals-dataset-09469,5,7
Galaxy10_DECals-dataset-09481,5,7
Galaxy10_DECals-dataset-09485,5,0
Galaxy10_DECals-dataset-09487,5,0
Galaxy10_DECals-dataset-09493,5,6
Galaxy10_DECals-dataset-09495,5,0
Galaxy10_DECals-dataset-09498,5,7
Galaxy10_DECals-dataset-09503,5,7
Galaxy10_DECals-dataset-09507,5,6
Galaxy10_DECals-dataset-09509,5,7
Galaxy10_DECals-dataset-09510,5,7
Galaxy10_DECals-dataset-09512,5,7
Galaxy10_DECals-dataset-09514,5,7
Galaxy10_DECals-dataset-09516,5,7
Galaxy10_DECals-dataset-09518,5,7
Galaxy10_DECals-dataset-09520,5,7
Galaxy10_DECals-dataset-09525,5,7
Galaxy10_DECals-dataset-09526,5,7
Galaxy10_DECals-dataset-09535,5,7
Galaxy10_DECals-dataset-09540,5,7
Galaxy10_DECals-dataset-09547,5,1
Galaxy10_DECals-dataset-09548,5,7
Galaxy10_DECals-dataset-09550,5,7
Galaxy10_DECals-dataset-09551,5,7
Galaxy10_DECals-dataset-09552,5,7
Galaxy10_DECals-dataset-09553,5,7
Galaxy10_DECals-dataset-09556,5,7
Galaxy10_DECals-dataset-09562,5,7
Galaxy10_DECals-dataset-09564,5,7
Galaxy10_DECals-dataset-09570,5,7
Galaxy10_DECals-dataset-09574,5,3
Galaxy10_DECals-dataset-09579,5,7
Galaxy10_DECals-dataset-09580,5,7
Galaxy10_DECals-dataset-09581,5,7
Galaxy10_DECals-dataset-09584,5,7
Galaxy10_DECals-dataset-09592,5,7
Galaxy10_DECals-dataset-09600,5,7
Galaxy10_DECals-dataset-09601,5,7
Galaxy10_DECals-dataset-09607,5,7
Galaxy10_DECals-dataset-09611,5,7
Galaxy10_DECals-dataset-09612,5,7
Galaxy10_DECals-dataset-09613,5,7
Galaxy10_DECals-dataset-09621,5,7
Galaxy10_DECals-dataset-09625,5,7
Galaxy10_DECals-dataset-09626,5,7
Galaxy10_DECals-dataset-09627,5,3
Galaxy10_DECals-dataset-09629,5,7
Galaxy10_DECals-dataset-09634,5,7
Galaxy10_DECals-dataset-09636,5,7
Galaxy10_DECals-dataset-09643,5,0
Galaxy10_DECals-dataset-09645,5,7
Galaxy10_DECals-dataset-09651,5,0
Galaxy10_DECals-dataset-09652,5,7
Galaxy10_DECals-dataset-09658,5,7
Galaxy10_DECals-dataset-09660,5,7
Galaxy10_DECals-dataset-09661,5,7
Galaxy10_DECals-dataset-09668,5,7
Galaxy10_DECals-dataset-09673,5,7
Galaxy10_DECals-dataset-09678,5,1
Galaxy10_DECals-dataset-09680,5,7
Galaxy10_DECals-dataset-09682,5,3
Galaxy10_DECals-dataset-09683,5,7
Galaxy10_DECals-dataset-09685,5,3
Galaxy10_DECals-dataset-09688,5,7
Galaxy10_DECals-dataset-09690,5,7
Galaxy10_DECals-dataset-09695,5,0
Galaxy10_DECals-dataset-09696,5,7
Galaxy10_DECals-dataset-09697,5,7
Galaxy10_DECals-dataset-09704,5,7
Galaxy10_DECals-dataset-09705,5,7
Galaxy10_DECals-dataset-09707,5,0
Galaxy10_DECals-dataset-09712,5,8
Galaxy10_DECals-dataset-09719,5,7
Galaxy10_DECals-dataset-09730,5,7
Galaxy10_DECals-dataset-09732,5,7
Galaxy10_DECals-dataset-09733,5,7
Galaxy10_DECals-dataset-09735,5,7
Galaxy10_DECals-dataset-09736,5,7
Galaxy10_DECals-dataset-09740,5,7
Galaxy10_DECals-dataset-09742,5,7
Galaxy10_DECals-dataset-09746,5,7
Galaxy10_DECals-dataset-09751,5,7
Galaxy10_DECals-dataset-09754,5,7
Galaxy10_DECals-dataset-09757,5,7
Galaxy10_DECals-dataset-09760,5,7
Galaxy10_DECals-dataset-09764,5,7
Galaxy10_DECals-dataset-09766,5,7
Galaxy10_DECals-dataset-09772,5,0
Galaxy10_DECals-dataset-09774,5,7
Galaxy10_DECals-dataset-09775,5,7
Galaxy10_DECals-dataset-09776,5,7
Galaxy10_DECals-dataset-09779,5,7
Galaxy10_DECals-dataset-09781,5,7
Galaxy10_DECals-dataset-09782,5,7
Galaxy10_DECals-dataset-09783,5,7
Galaxy10_DECals-dataset-09785,5,7
Galaxy10_DECals-dataset-09789,5,7
Galaxy10_DECals-dataset-09791,5,0
Galaxy10_DECals-dataset-09798,5,7
Galaxy10_DECals-dataset-09801,5,7
Galaxy10_DECals-dataset-09804,5,1
Galaxy10_DECals-dataset-09806,5,7
Galaxy10_DECals-dataset-09808,5,7
Galaxy10_DECals-dataset-09812,5,7
Galaxy10_DECals-dataset-09819,5,6
Galaxy10_DECals-dataset-09823,5,6
Galaxy10_DECals-dataset-09824,5,6
Galaxy10_DECals-dataset-09857,5,6
Galaxy10_DECals-dataset-09867,5,6
Galaxy10_DECals-dataset-09876,5,0
Galaxy10_DECals-dataset-09877,5,0
Galaxy10_DECals-dataset-09893,5,8
Galaxy10_DECals-dataset-09896,5,7
Galaxy10_DECals-dataset-09897,5,7
Galaxy10_DECals-dataset-09909,5,7
Galaxy10_DECals-dataset-09943,5,7
Galaxy10_DECals-dataset-09945,5,8
Galaxy10_DECals-dataset-09949,5,7
Galaxy10_DECals-dataset-09953,5,0
Galaxy10_DECals-dataset-09957,5,7
Galaxy10_DECals-dataset-09961,5,7
Galaxy10_DECals-dataset-09964,5,1
Galaxy10_DECals-dataset-09966,5,7
Galaxy10_DECals-dataset-09971,5,7
Galaxy10_DECals-dataset-09982,5,7
Galaxy10_DECals-dataset-11266,6,7
Galaxy10_DECals-dataset-11269,6,7
Galaxy10_DECals-dataset-11271,6,2
Galaxy10_DECals-dataset-11272,6,7
Galaxy10_DECals-dataset-11274,6,7
Galaxy10_DECals-dataset-11276,6,7
Galaxy10_DECals-dataset-11278,6,7
Galaxy10_DECals-dataset-11279,6,7
Galaxy10_DECals-dataset-11280,6,7
Galaxy10_DECals-dataset-11281,6,7
Galaxy10_DECals-dataset-11282,6,7
Galaxy10_DECals-dataset-11283,6,7
Galaxy10_DECals-dataset-11284,6,7
Galaxy10_DECals-dataset-11285,6,7
Galaxy10_DECals-dataset-11286,6,7
Galaxy10_DECals-dataset-11288,6,7
Galaxy10_DECals-dataset-11291,6,5
Galaxy10_DECals-dataset-11297,6,7
Galaxy10_DECals-dataset-11298,6,7
Galaxy10_DECals-dataset-11299,6,7
Galaxy10_DECals-dataset-11300,6,7
Galaxy10_DECals-dataset-11301,6,7
Galaxy10_DECals-dataset-11302,6,7
Galaxy10_DECals-dataset-11307,6,7
Galaxy10_DECals-dataset-11310,6,7
Galaxy10_DECals-dataset-11312,6,7
Galaxy10_DECals-dataset-11313,6,7
Galaxy10_DECals-dataset-11314,6,3
Galaxy10_DECals-dataset-11315,6,8
Galaxy10_DECals-dataset-11321,6,7
Galaxy10_DECals-dataset-11325,6,7
Galaxy10_DECals-dataset-11326,6,7
Galaxy10_DECals-dataset-11328,6,7
Galaxy10_DECals-dataset-11332,6,7
Galaxy10_DECals-dataset-11335,6,7
Galaxy10_DECals-dataset-11336,6,7
Galaxy10_DECals-dataset-11337,6,7
Galaxy10_DECals-dataset-11338,6,7
Galaxy10_DECals-dataset-11340,6,7
Galaxy10_DECals-dataset-11341,6,7
Galaxy10_DECals-dataset-11342,6,7
Galaxy10_DECals-dataset-11344,6,7
Galaxy10_DECals-dataset-11345,6,7
Galaxy10_DECals-dataset-11346,6,7
Galaxy10_DECals-dataset-11347,6,7
Galaxy10_DECals-dataset-11348,6,7
Galaxy10_DECals-dataset-11349,6,7
Galaxy10_DECals-dataset-11350,6,7
Galaxy10_DECals-dataset-11353,6,7
Galaxy10_DECals-dataset-11355,6,7
Galaxy10_DECals-dataset-11358,6,8
Galaxy10_DECals-dataset-11362,6,7
Galaxy10_DECals-dataset-11363,6,7
Galaxy10_DECals-dataset-11365,6,7
Galaxy10_DECals-dataset-11366,6,7
Galaxy10_DECals-dataset-11367,6,7
Galaxy10_DECals-dataset-11368,6,1
Galaxy10_DECals-dataset-11373,6,2
Galaxy10_DECals-dataset-11374,6,7
Galaxy10_DECals-dataset-11375,6,7
Galaxy10_DECals-dataset-11377,6,7
Galaxy10_DECals-dataset-11382,6,7
Galaxy10_DECals-dataset-11383,6,7
Galaxy10_DECals-dataset-11389,6,7
Galaxy10_DECals-dataset-11391,6,2
Galaxy10_DECals-dataset-11392,6,7
Galaxy10_DECals-dataset-11393,6,7
Galaxy10_DECals-dataset-11394,6,7
Galaxy10_DECals-dataset-11395,6,7
Galaxy10_DECals-dataset-11396,6,7
Galaxy10_DECals-dataset-11400,6,3
Galaxy10_DECals-dataset-11401,6,7
Galaxy10_DECals-dataset-11402,6,7
Galaxy10_DECals-dataset-11403,6,7
Galaxy10_DECals-dataset-11404,6,7
Galaxy10_DECals-dataset-11406,6,7
Galaxy10_DECals-dataset-11407,6,7
Galaxy10_DECals-dataset-11408,6,7
Galaxy10_DECals-dataset-11410,6,3
Galaxy10_DECals-dataset-11411,6,7
Galaxy10_DECals-dataset-11412,6,7
Galaxy10_DECals-dataset-11413,6,2
Galaxy10_DECals-dataset-11416,6,7
Galaxy10_DECals-dataset-11417,6,7
Galaxy10_DECals-dataset-11419,6,7
Galaxy10_DECals-dataset-11421,6,3
Galaxy10_DECals-dataset-11422,6,7
Galaxy10_DECals-dataset-11423,6,7
Galaxy10_DECals-dataset-11427,6,7
Galaxy10_DECals-dataset-11428,6,7
Galaxy10_DECals-dataset-11429,6,7
Galaxy10_DECals-dataset-11431,6,7
Galaxy10_DECals-dataset-11432,6,7
Galaxy10_DECals-dataset-11433,6,7
Galaxy10_DECals-dataset-11435,6,3
Galaxy10_DECals-dataset-11439,6,7
Galaxy10_DECals-dataset-11440,6,7
Galaxy10_DECals-dataset-11442,6,3
Galaxy10_DECals-dataset-11446,6,7
Galaxy10_DECals-dataset-11447,6,7
Galaxy10_DECals-dataset-11448,6,2
Galaxy10_DECals-dataset-11450,6,7
Galaxy10_DECals-dataset-11451,6,3
Galaxy10_DECals-dataset-11452,6,7
Galaxy10_DECals-dataset-11453,6,7
Galaxy10_DECals-dataset-11454,6,7
Galaxy10_DECals-dataset-11456,6,7
Galaxy10_DECals-dataset-11459,6,7
Galaxy10_DECals-dataset-11460,6,7
Galaxy10_DECals-dataset-11463,6,3
Galaxy10_DECals-dataset-11464,6,4
Galaxy10_DECals-dataset-11465,6,8
Galaxy10_DECals-dataset-11470,6,7
Galaxy10_DECals-dataset-11471,6,7
Galaxy10_DECals-dataset-11472,6,7
Galaxy10_DECals-dataset-11475,6,7
Galaxy10_DECals-dataset-11476,6,7
Galaxy10_DECals-dataset-11479,6,7
Galaxy10_DECals-dataset-11480,6,7
Galaxy10_DECals-dataset-11481,6,7
Galaxy10_DECals-dataset-11484,6,7
Galaxy10_DECals-dataset-11486,6,7
Galaxy10_DECals-dataset-11487,6,3
Galaxy10_DECals-dataset-11488,6,7
Galaxy10_DECals-dataset-11489,6,7
Galaxy10_DECals-dataset-11490,6,3
Galaxy10_DECals-dataset-11491,6,7
Galaxy10_DECals-dataset-11492,6,7
Galaxy10_DECals-dataset-11499,6,3
Galaxy10_DECals-dataset-11504,6,7
Galaxy10_DECals-dataset-11505,6,7
Galaxy10_DECals-dataset-11507,6,7
Galaxy10_DECals-dataset-11508,6,7
Galaxy10_DECals-dataset-11509,6,7
Galaxy10_DECals-dataset-11510,6,7
Galaxy10_DECals-dataset-11512,6,9
Galaxy10_DECals-dataset-11513,6,7
Galaxy10_DECals-dataset-11514,6,7
Galaxy10_DECals-dataset-11517,6,7
Galaxy10_DECals-dataset-11518,6,7
Galaxy10_DECals-dataset-11521,6,7
Galaxy10_DECals-dataset-11524,6,7
Galaxy10_DECals-dataset-11526,6,7
Galaxy10_DECals-dataset-11527,6,7
Galaxy10_DECals-dataset-11529,6,7
Galaxy10_DECals-dataset-11530,6,7
Galaxy10_DECals-dataset-11531,6,5
Galaxy10_DECals-dataset-11535,6,3
Galaxy10_DECals-dataset-11536,6,7
Galaxy10_DECals-dataset-11538,6,7
Galaxy10_DECals-dataset-11540,6,7
Galaxy10_DECals-dataset-11542,6,7
Galaxy10_DECals-dataset-11546,6,7
Galaxy10_DECals-dataset-11547,6,8
Galaxy10_DECals-dataset-11548,6,7
Galaxy10_DECals-dataset-11549,6,7
Galaxy10_DECals-dataset-11550,6,7
Galaxy10_DECals-dataset-11551,6,7
Galaxy10_DECals-dataset-11552,6,7
Galaxy10_DECals-dataset-11554,6,5
Galaxy10_DECals-dataset-11555,6,7
Galaxy10_DECals-dataset-11559,6,7
Galaxy10_DECals-dataset-11561,6,7
Galaxy10_DECals-dataset-11562,6,7
Galaxy10_DECals-dataset-11563,6,7
Galaxy10_DECals-dataset-11564,6,5
Galaxy10_DECals-dataset-11565,6,7
Galaxy10_DECals-dataset-11566,6,7
Galaxy10_DECals-dataset-11569,6,3
Galaxy10_DECals-dataset-11571,6,3
Galaxy10_DECals-dataset-11573,6,7
Galaxy10_DECals-dataset-11574,6,7
Galaxy10_DECals-dataset-11577,6,3
Galaxy10_DECals-dataset-11578,6,7
Galaxy10_DECals-dataset-11580,6,7
Galaxy10_DECals-dataset-11582,6,2
Galaxy10_DECals-dataset-11583,6,7
Galaxy10_DECals-dataset-11584,6,7
Galaxy10_DECals-dataset-11586,6,7
Galaxy10_DECals-dataset-11587,6,2
Galaxy10_DECals-dataset-11588,6,3
Galaxy10_DECals-dataset-11592,6,7
Galaxy10_DECals-dataset-11594,6,7
Galaxy10_DECals-dataset-11595,6,7
Galaxy10_DECals-dataset-11596,6,7
Galaxy10_DECals-dataset-11598,6,7
Galaxy10_DECals-dataset-11599,6,2
Galaxy10_DECals-dataset-11601,6,3
Galaxy10_DECals-dataset-11603,6,3
Galaxy10_DECals-dataset-11605,6,7
Galaxy10_DECals-dataset-11606,6,2
Galaxy10_DECals-dataset-11607,6,7
Galaxy10_DECals-dataset-11609,6,2
Galaxy10_DECals-dataset-11610,6,7
Galaxy10_DECals-dataset-11612,6,2
Galaxy10_DECals-dataset-11613,6,7
Galaxy10_DECals-dataset-11614,6,7
Galaxy10_DECals-dataset-11615,6,7
Galaxy10_DECals-dataset-11618,6,7
Galaxy10_DECals-dataset-11619,6,2
Galaxy10_DECals-dataset-11620,6,7
Galaxy10_DECals-dataset-11621,6,3
Galaxy10_DECals-dataset-11624,6,7
Galaxy10_DECals-dataset-11625,6,3
Galaxy10_DECals-dataset-11626,6,2
Galaxy10_DECals-dataset-11629,6,2
Galaxy10_DECals-dataset-11632,6,2
Galaxy10_DECals-dataset-11633,6,7
Galaxy10_DECals-dataset-11634,6,2
Galaxy10_DECals-dataset-11635,6,3
Galaxy10_DECals-dataset-11636,6,2
Galaxy10_DECals-dataset-11637,6,7
Galaxy10_DECals-dataset-11639,6,1
Galaxy10_DECals-dataset-11640,6,3
Galaxy10_DECals-dataset-11641,6,3
Galaxy10_DECals-dataset-11642,6,7
Galaxy10_DECals-dataset-11644,6,2
Galaxy10_DECals-dataset-11645,6,3
Galaxy10_DECals-dataset-11647,6,3
Galaxy10_DECals-dataset-11648,6,5
Galaxy10_DECals-dataset-11649,6,7
Galaxy10_DECals-dataset-11650,6,2
Galaxy10_DECals-dataset-11651,6,7
Galaxy10_DECals-dataset-11652,6,3
Galaxy10_DECals-dataset-11653,6,3
Galaxy10_DECals-dataset-11655,6,2
Galaxy10_DECals-dataset-11659,6,7
Galaxy10_DECals-dataset-11660,6,3
Galaxy10_DECals-dataset-11661,6,7
Galaxy10_DECals-dataset-11662,6,7
Galaxy10_DECals-dataset-11665,6,2
Galaxy10_DECals-dataset-11666,6,3
Galaxy10_DECals-dataset-11667,6,7
Galaxy10_DECals-dataset-11668,6,2
Galaxy10_DECals-dataset-11669,6,7
Galaxy10_DECals-dataset-11670,6,2
Galaxy10_DECals-dataset-11671,6,3
Galaxy10_DECals-dataset-11672,6,3
Galaxy10_DECals-dataset-11673,6,2
Galaxy10_DECals-dataset-11674,6,3
Galaxy10_DECals-dataset-11676,6,2
Galaxy10_DECals-dataset-11677,6,3
Galaxy10_DECals-dataset-11678,6,7
Galaxy10_DECals-dataset-11680,6,3
Galaxy10_DECals-dataset-11681,6,9
Galaxy10_DECals-dataset-11682,6,3
Galaxy10_DECals-dataset-11683,6,7
Galaxy10_DECals-dataset-11684,6,5
Galaxy10_DECals-dataset-11685,6,3
Galaxy10_DECals-dataset-11686,6,7
Galaxy10_DECals-dataset-11687,6,3
Galaxy10_DECals-dataset-11689,6,7
Galaxy10_DECals-dataset-11690,6,3
Galaxy10_DECals-dataset-11691,6,7
Galaxy10_DECals-dataset-11692,6,5
Galaxy10_DECals-dataset-11704,6,9
Galaxy10_DECals-dataset-11707,6,9
Galaxy10_DECals-dataset-11710,6,7
Galaxy10_DECals-dataset-11717,6,8
Galaxy10_DECals-dataset-11722,6,3
Galaxy10_DECals-dataset-11724,6,5
Galaxy10_DECals-dataset-11730,6,7
Galaxy10_DECals-dataset-11731,6,7
Galaxy10_DECals-dataset-11737,6,7
Galaxy10_DECals-dataset-11739,6,7
Galaxy10_DECals-dataset-11741,6,7
Galaxy10_DECals-dataset-11742,6,7
Galaxy10_DECals-dataset-11744,6,8
Galaxy10_DECals-dataset-11747,6,7
Galaxy10_DECals-dataset-11748,6,7
Galaxy10_DECals-dataset-11751,6,7
Galaxy10_DECals-dataset-11758,6,7
Galaxy10_DECals-dataset-11760,6,7
Galaxy10_DECals-dataset-11762,6,7
Galaxy10_DECals-dataset-11764,6,5
Galaxy10_DECals-dataset-11765,6,7
Galaxy10_DECals-dataset-11772,6,8
Galaxy10_DECals-dataset-11774,6,7
Galaxy10_DECals-dataset-11777,6,7
Galaxy10_DECals-dataset-11778,6,8
Galaxy10_DECals-dataset-11779,6,7
Galaxy10_DECals-dataset-11784,6,5
Galaxy10_DECals-dataset-11787,6,7
Galaxy10_DECals-dataset-11788,6,7
Galaxy10_DECals-dataset-11789,6,8
Galaxy10_DECals-dataset-11791,6,7
Galaxy10_DECals-dataset-11794,6,7
Galaxy10_DECals-dataset-11799,6,7
Galaxy10_DECals-dataset-11802,6,7
Galaxy10_DECals-dataset-11803,6,7
Galaxy10_DECals-dataset-11806,6,7
Galaxy10_DECals-dataset-11807,6,7
Galaxy10_DECals-dataset-11808,6,7
Galaxy10_DECals-dataset-11810,6,3
Galaxy10_DECals-dataset-13651,7,9
Galaxy10_DECals-dataset-13654,7,0
Galaxy10_DECals-dataset-13656,7,0
Galaxy10_DECals-dataset-13667,7,0
Galaxy10_DECals-dataset-13671,7,0
Galaxy10_DECals-dataset-13673,7,0
Galaxy10_DECals-dataset-13674,7,2
Galaxy10_DECals-dataset-13675,7,3
Galaxy10_DECals-dataset-13679,7,5
Galaxy10_DECals-dataset-13683,7,0
Galaxy10_DECals-dataset-13684,7,6
Galaxy10_DECals-dataset-13689,7,8
Galaxy10_DECals-dataset-13692,7,5
Galaxy10_DECals-dataset-13695,7,6
Galaxy10_DECals-dataset-13699,7,2
Galaxy10_DECals-dataset-13709,7,0
Galaxy10_DECals-dataset-13723,7,6
Galaxy10_DECals-dataset-13735,7,3
Galaxy10_DECals-dataset-13748,7,5
Galaxy10_DECals-dataset-13755,7,0
Galaxy10_DECals-dataset-13756,7,2
Galaxy10_DECals-dataset-13763,7,6
Galaxy10_DECals-dataset-13779,7,3
Galaxy10_DECals-dataset-13780,7,5
Galaxy10_DECals-dataset-13781,7,1
Galaxy10_DECals-dataset-13798,7,1
Galaxy10_DECals-dataset-13802,7,3
Galaxy10_DECals-dataset-13817,7,1
Galaxy10_DECals-dataset-13827,7,6
Galaxy10_DECals-dataset-13831,7,2
Galaxy10_DECals-dataset-13832,7,1
Galaxy10_DECals-dataset-13833,7,0
Galaxy10_DECals-dataset-13834,7,0
Galaxy10_DECals-dataset-13840,7,3
Galaxy10_DECals-dataset-13846,7,4
Galaxy10_DECals-dataset-13854,7,1
Galaxy10_DECals-dataset-13862,7,1
Galaxy10_DECals-dataset-13865,7,0
Galaxy10_DECals-dataset-13873,7,4
Galaxy10_DECals-dataset-13882,7,0
Galaxy10_DECals-dataset-13900,7,6
Galaxy10_DECals-dataset-13901,7,0
Galaxy10_DECals-dataset-13916,7,1
Galaxy10_DECals-dataset-13921,7,6
Galaxy10_DECals-dataset-13924,7,0
Galaxy10_DECals-dataset-13925,7,5
Galaxy10_DECals-dataset-13935,7,1
Galaxy10_DECals-dataset-13943,7,0
Galaxy10_DECals-dataset-13947,7,0
Galaxy10_DECals-dataset-13951,7,0
Galaxy10_DECals-dataset-13955,7,6
Galaxy10_DECals-dataset-13957,7,5
Galaxy10_DECals-dataset-13958,7,8
Galaxy10_DECals-dataset-13964,7,0
Galaxy10_DECals-dataset-13971,7,0
Galaxy10_DECals-dataset-13977,7,2
Galaxy10_DECals-dataset-13982,7,6
Galaxy10_DECals-dataset-13983,7,0
Galaxy10_DECals-dataset-13998,7,6
Galaxy10_DECals-dataset-14003,7,0
Galaxy10_DECals-dataset-14006,7,1
Galaxy10_DECals-dataset-14009,7,9
Galaxy10_DECals-dataset-14012,7,3
Galaxy10_DECals-dataset-14013,7,0
Galaxy10_DECals-dataset-14019,7,0
Galaxy10_DECals-dataset-14020,7,0
Galaxy10_DECals-dataset-14034,7,6
Galaxy10_DECals-dataset-14035,7,6
Galaxy10_DECals-dataset-14038,7,6
Galaxy10_DECals-dataset-14039,7,5
Galaxy10_DECals-dataset-14041,7,3
Galaxy10_DECals-dataset-14055,7,1
Galaxy10_DECals-dataset-14077,7,5
Galaxy10_DECals-dataset-14079,7,2
Galaxy10_DECals-dataset-14080,7,1
Galaxy10_DECals-dataset-14085,7,0
Galaxy10_DECals-dataset-14088,7,0
Galaxy10_DECals-dataset-14091,7,1
Galaxy10_DECals-dataset-14093,7,1
Galaxy10_DECals-dataset-14108,7,3
Galaxy10_DECals-dataset-14109,7,0
Galaxy10_DECals-dataset-14114,7,5
Galaxy10_DECals-dataset-14117,7,1
Galaxy10_DECals-dataset-14120,7,0
Galaxy10_DECals-dataset-14128,7,4
Galaxy10_DECals-dataset-14130,7,6
Galaxy10_DECals-dataset-14139,7,0
Galaxy10_DECals-dataset-14141,7,3
Galaxy10_DECals-dataset-14145,7,3
Galaxy10_DECals-dataset-14157,7,3
Galaxy10_DECals-dataset-14161,7,1
Galaxy10_DECals-dataset-14164,7,1
Galaxy10_DECals-dataset-14165,7,5
Galaxy10_DECals-dataset-14169,7,0
Galaxy10_DECals-dataset-14172,7,6
Galaxy10_DECals-dataset-14177,7,6
Galaxy10_DECals-dataset-14178,7,6
Galaxy10_DECals-dataset-14181,7,2
Galaxy10_DECals-dataset-14182,7,0
Galaxy10_DECals-dataset-14184,7,1
Galaxy10_DECals-dataset-14185,7,6
Galaxy10_DECals-dataset-14187,7,0
Galaxy10_DECals-dataset-14190,7,1
Galaxy10_DECals-dataset-14191,7,0
Galaxy10_DECals-dataset-14192,7,0
Galaxy10_DECals-dataset-14195,7,4
Galaxy10_DECals-dataset-14199,7,0
Galaxy10_DECals-dataset-14205,7,6
Galaxy10_DECals-dataset-14207,7,0
Galaxy10_DECals-dataset-14208,7,1
Galaxy10_DECals-dataset-14210,7,0
Galaxy10_DECals-dataset-14219,7,3
Galaxy10_DECals-dataset-14221,7,0
Galaxy10_DECals-dataset-14222,7,3
Galaxy10_DECals-dataset-14223,7,1
Galaxy10_DECals-dataset-14225,7,5
Galaxy10_DECals-dataset-14226,7,0
Galaxy10_DECals-dataset-14227,7,5
Galaxy10_DECals-dataset-14239,7,6
Galaxy10_DECals-dataset-14241,7,3
Galaxy10_DECals-dataset-14244,7,6
Galaxy10_DECals-dataset-14245,7,6
Galaxy10_DECals-dataset-14251,7,6
Galaxy10_DECals-dataset-14254,7,6
Galaxy10_DECals-dataset-14258,7,6
Galaxy10_DECals-dataset-14259,7,6
Galaxy10_DECals-dataset-14264,7,5
Galaxy10_DECals-dataset-14265,7,9
Galaxy10_DECals-dataset-14267,7,6
Galaxy10_DECals-dataset-14268,7,8
Galaxy10_DECals-dataset-14271,7,6
Galaxy10_DECals-dataset-14272,7,3
Galaxy10_DECals-dataset-14273,7,5
Galaxy10_DECals-dataset-14277,7,6
Galaxy10_DECals-dataset-14281,7,6
Galaxy10_DECals-dataset-14284,7,6
Galaxy10_DECals-dataset-14285,7,6
Galaxy10_DECals-dataset-14296,7,0
Galaxy10_DECals-dataset-14304,7,0
Galaxy10_DECals-dataset-14308,7,6
Galaxy10_DECals-dataset-14312,7,0
Galaxy10_DECals-dataset-14313,7,5
Galaxy10_DECals-dataset-14320,7,0
Galaxy10_DECals-dataset-14322,7,6
Galaxy10_DECals-dataset-14330,7,6
Galaxy10_DECals-dataset-14333,7,1
Galaxy10_DECals-dataset-14336,7,3
Galaxy10_DECals-dataset-14338,7,0
Galaxy10_DECals-dataset-14339,7,8
Galaxy10_DECals-dataset-14340,7,6
Galaxy10_DECals-dataset-14341,7,5
Galaxy10_DECals-dataset-14343,7,0
Galaxy10_DECals-dataset-14347,7,0
Galaxy10_DECals-dataset-14348,7,6
Galaxy10_DECals-dataset-14352,7,6
Galaxy10_DECals-dataset-14359,7,8
Galaxy10_DECals-dataset-14361,7,6
Galaxy10_DECals-dataset-14378,7,5
Galaxy10_DECals-dataset-14379,7,6
Galaxy10_DECals-dataset-14388,7,0
Galaxy10_DECals-dataset-14391,7,0
Galaxy10_DECals-dataset-14395,7,6
Galaxy10_DECals-dataset-14396,7,0
Galaxy10_DECals-dataset-14397,7,0
Galaxy10_DECals-dataset-14412,7,0
Galaxy10_DECals-dataset-14418,7,0
Galaxy10_DECals-dataset-14424,7,5
Galaxy10_DECals-dataset-14425,7,0
Galaxy10_DECals-dataset-14426,7,0
Galaxy10_DECals-dataset-14429,7,0
Galaxy10_DECals-dataset-15439,8,0
Galaxy10_DECals-dataset-15450,8,7
Galaxy10_DECals-dataset-15477,8,7
Galaxy10_DECals-dataset-15510,8,7
Galaxy10_DECals-dataset-15531,8,7
Galaxy10_DECals-dataset-15538,8,9
Galaxy10_DECals-dataset-15552,8,4
Galaxy10_DECals-dataset-15583,8,6
Galaxy10_DECals-dataset-15629,8,1
Galaxy10_DECals-dataset-15638,8,6
Galaxy10_DECals-dataset-15717,8,5
Galaxy10_DECals-dataset-15725,8,7
Galaxy10_DECals-dataset-15732,8,7
Galaxy10_DECals-dataset-15765,8,7
Galaxy10_DECals-dataset-15789,8,7
Galaxy10_DECals-dataset-15813,8,7
Galaxy10_DECals-dataset-15839,8,7
Galaxy10_DECals-dataset-15846,8,7
Galaxy10_DECals-dataset-17175,9,8
Galaxy10_DECals-dataset-17186,9,5
Galaxy10_DECals-dataset-17187,9,7
Galaxy10_DECals-dataset-17203,9,8
Galaxy10_DECals-dataset-17206,9,8
Galaxy10_DECals-dataset-17207,9,8
Galaxy10_DECals-dataset-17212,9,8
Galaxy10_DECals-dataset-17214,9,8
Galaxy10_DECals-dataset-17215,9,8
Galaxy10_DECals-dataset-17216,9,8
Galaxy10_DECals-dataset-17217,9,4
Galaxy10_DECals-dataset-17219,9,8
Galaxy10_DECals-dataset-17220,9,8
Galaxy10_DECals-dataset-17222,9,8
Galaxy10_DECals-dataset-17231,9,8
Galaxy10_DECals-dataset-17236,9,8
Galaxy10_DECals-dataset-17237,9,8
